Rho110_calibration_10-15-21_1_T0s_1.ptu	 	 	Rho110_calibration_10-15-21_1_T0s_1.ptu (A)	 	 	Rho110_calibration_10-15-21_1_T0s_1.ptu (B)	 	 	Rho110_calibration_10-15-21_2_T302s_1.ptu	 	 	Rho110_calibration_10-15-21_2_T302s_1.ptu (A)	 	 	Rho110_calibration_10-15-21_2_T302s_1.ptu (B)	 	 	Rho110_calibration_10-15-21_3_T604s_1.ptu	 	 	Rho110_calibration_10-15-21_3_T604s_1.ptu (A)	 	 	Rho110_calibration_10-15-21_3_T604s_1.ptu (B)	 	 
Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []
0.000949958201839119	0.632674244924555	0.0313432876578106	0.000949958201839119	1.12291142759983	0.0166073959045087	0.000949958201839119	0.427228452676015	0.0816230640894176	0.000949958201839119	0.587580053818898	0.0327696884051814	0.000949958201839119	1.10561650860364	0.0200072464729185	0.000949958201839119	0.388596515232003	0.0694204732850539	0.000949962001519939	0.676481329835855	0.0173678394392998	0.000949962001519939	1.08446249674468	0.0149576821764808	0.000949962001519939	0.607105422963556	0.0880799045493388
0.00104995380203271	0.589277381609491	0.0218598928761121	0.00104995380203271	1.0744815827426	0.0281686110224564	0.00104995380203271	0.584963967991336	0.0657160570846361	0.00104995380203271	0.58645230609121	0.0223387682328916	0.00104995380203271	1.1003243832898	0.0217382779841342	0.00104995380203271	0.539378818422666	0.102979351129514	0.00104995800167993	0.683342085765689	0.0343745852618752	0.00104995800167993	1.1130137702292	0.0236655334317962	0.00104995800167993	0.558655464648644	0.0646810426418305
0.0011499494022263	0.547771237664051	0.0300104828451208	0.0011499494022263	1.08091440817096	0.0185330676361708	0.0011499494022263	0.420900033201566	0.0899144451986068	0.0011499494022263	0.644496468756279	0.0289248805485176	0.0011499494022263	1.1064961850601	0.0166756179775913	0.0011499494022263	0.582296456918557	0.0612617610858839	0.00114995400183993	0.589585834731045	0.0300613829718928	0.00114995400183993	1.10417024339387	0.016195677556853	0.00114995400183993	0.487734217697294	0.0738004181559904
0.00124994500241989	0.586940886244513	0.0215018987501344	0.00124994500241989	1.09965395288874	0.0292785149843967	0.00124994500241989	0.596907808725726	0.0828848342933562	0.00124994500241989	0.617988303689838	0.0332916419060782	0.00124994500241989	1.06659782562183	0.0211040124314695	0.00124994500241989	0.477098012710602	0.0554556133058915	0.00124995000199992	0.600970394133238	0.0186621716919614	0.00124995000199992	1.05853765630906	0.0201593430653564	0.00124995000199992	0.462009532431906	0.122113170859247
0.00134994060261349	0.542774958152178	0.0305935111869013	0.00134994060261349	1.04883034883216	0.0179110954122075	0.00134994060261349	0.519066010196101	0.0843284527850875	0.00134994060261349	0.614156930534437	0.0226161524765808	0.00134994060261349	1.06672170709551	0.0279931886429705	0.00134994060261349	0.414196041372599	0.0939028043884825	0.00134994600215991	0.557052976903656	0.0303849705429102	0.00134994600215991	1.07035991671733	0.0276412235065938	0.00134994600215991	0.372187415415426	0.0736730734930468
0.00144993620280708	0.577134834132768	0.0172246933080398	0.00144993620280708	1.09803402333918	0.0160409939075127	0.00144993620280708	0.467731092715239	0.0780238783670041	0.00144993620280708	0.589512010269448	0.0290224587631394	0.00144993620280708	1.09244904927738	0.0179824880102544	0.00144993620280708	0.409926809801036	0.0907646267901802	0.00144994200231991	0.570062782898562	0.0202457137575393	0.00144994200231991	1.04673386045823	0.0241211920382149	0.00144994200231991	0.41229078770305	0.0721071286270398
0.00159992960309746	0.582359729996948	0.0164108129085882	0.00159992960309746	1.07270637397095	0.0116982280540285	0.00159992960309746	0.489904954544245	0.0375972725877355	0.00159992960309746	0.587097686708369	0.0179079200272168	0.00159992960309746	1.09100121762732	0.0134200359635253	0.00159992960309746	0.530158398994985	0.059582998446945	0.0015999360025599	0.600240795910005	0.0148991621753731	0.0015999360025599	1.06952720526593	0.0112974985326713	0.0015999360025599	0.490106773439602	0.0445947769098628
0.00179992080348465	0.563827145819414	0.023150469071055	0.00179992080348465	1.08498513177678	0.0140107512225441	0.00179992080348465	0.478416232809684	0.0734937835694144	0.00179992080348465	0.608591926084948	0.00979671579203752	0.00179992080348465	1.05245402954794	0.0103365037164649	0.00179992080348465	0.456113373133044	0.0342161618423768	0.00179992800287988	0.587991379378631	0.0149662422343807	0.00179992800287988	1.06806035013553	0.0158608295124393	0.00179992800287988	0.474357974874241	0.0387667404053547
0.00199991200387183	0.58147137422134	0.0183636229836823	0.00199991200387183	1.05933651722994	0.0149300657096658	0.00199991200387183	0.505202449581113	0.0515493763024256	0.00199991200387183	0.585970441911304	0.01451975036552	0.00199991200387183	1.06014019251152	0.0103314059596006	0.00199991200387183	0.504172003123467	0.0579038692493572	0.00199992000319987	0.52116244782932	0.0194153793258442	0.00199992000319987	1.07387051620044	0.0171804120264717	0.00199992000319987	0.426372249679781	0.0712178186560631
0.00219990320425901	0.615067173912444	0.0144856610262408	0.00219990320425901	1.04284719747815	0.018301470098593	0.00219990320425901	0.511171260289626	0.0579590135028767	0.00219990320425901	0.538601966113977	0.0150990257715964	0.00219990320425901	1.02196615013161	0.0167856746580221	0.00219990320425901	0.455282666126694	0.0761080551794806	0.00219991200351986	0.590165755522641	0.0179092708641603	0.00219991200351986	1.03924092076624	0.0122547035171148	0.00219991200351986	0.53465271072269	0.0650683590339884
