A_and_C_1_1_10-20-21_1_T0s_1.ptu	 	 	A_and_C_1_1_10-20-21_1_T0s_1.ptu (A)	 	 	A_and_C_1_1_10-20-21_1_T0s_1.ptu (B)	 	 	A_and_C_1_1_10-20-21_2_T302s_1.ptu	 	 	A_and_C_1_1_10-20-21_2_T302s_1.ptu (A)	 	 	A_and_C_1_1_10-20-21_2_T302s_1.ptu (B)	 	 	A_and_C_1_1_10-20-21_3_T604s_1.ptu	 	 	A_and_C_1_1_10-20-21_3_T604s_1.ptu (A)	 	 	A_and_C_1_1_10-20-21_3_T604s_1.ptu (B)	 	 
Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []
0.24293931067033	0.0763296446728773	0.000921075645877094	0.24293931067033	0.104684626539575	0.000464122151601595	0.24293931067033	0.0713832721391804	0.00319535980048868	0.24293931067033	0.0818561891935999	0.000781084142202441	0.24293931067033	0.105189482858564	0.000512421607130548	0.24293931067033	0.0801953062038918	0.00356830274140296	0.24293931067033	0.0838662918724435	0.00101721690285786	0.24293931067033	0.10746126172169	0.000588544157719171	0.24293931067033	0.0854906047043532	0.00382817098398213
0.28133762114467	0.0686423632625858	0.000929417985485528	0.28133762114467	0.0933978174182028	0.000578545160946976	0.28133762114467	0.0592267529632336	0.00142199980855811	0.28133762114467	0.073665946762085	0.000517388267039442	0.28133762114467	0.0937694201008257	0.000443678526529622	0.28133762114467	0.0716007648758021	0.00353707042006039	0.28133762114467	0.0754216226616455	0.000660943199419142	0.28133762114467	0.0946493564494677	0.000654085422966237	0.28133762114467	0.076379863450839	0.00216470203702659
0.332535368443788	0.0588584117646012	0.0010640510121738	0.332535368443788	0.0797976330360249	0.000581206332279686	0.332535368443788	0.0535328841383903	0.00245933648350339	0.332535368443788	0.0639579136996467	0.00077591204669419	0.332535368443788	0.0811900133547016	0.00063459370811598	0.332535368443788	0.0628206476879785	0.0023669403092968	0.332535368443788	0.0655922265190046	0.000786263442225829	0.332535368443788	0.0821755510378809	0.000678170582102808	0.332535368443788	0.0621745193454179	0.00258492520868159
0.383733115742907	0.0517675823580297	0.000889029803917162	0.383733115742907	0.0711586203906429	0.000612864152769071	0.383733115742907	0.0513141190327996	0.00296834205664444	0.383733115742907	0.0554059707602171	0.000861289069699302	0.383733115742907	0.071733674973769	0.000697274771466579	0.383733115742907	0.0578103530824087	0.0021581261720952	0.383733115742907	0.0571877778989454	0.000749364221444186	0.383733115742907	0.0727447317915877	0.000560296287461769	0.383733115742907	0.0605704697205979	0.00289907556129729
0.434930863042026	0.0459543902642839	0.000997081688390831	0.434930863042026	0.0631856888670638	0.000659622605266979	0.434930863042026	0.0439008459148785	0.00217194249130609	0.434930863042026	0.0501319902506144	0.000668731038728381	0.434930863042026	0.0636531853609757	0.000540095868470428	0.434930863042026	0.0549217928156505	0.00233918707640626	0.434930863042026	0.0522143987896419	0.000892769763872933	0.434930863042026	0.0643091834067292	0.000752176068471754	0.434930863042026	0.0519995254355816	0.00134323562687622
0.486128610341145	0.0419042678285981	0.000823750514925396	0.486128610341145	0.057084506996829	0.000668963345704453	0.486128610341145	0.0444462423095757	0.00132403762545199	0.486128610341145	0.0447279356235994	0.000836962282910505	0.486128610341145	0.0577521571723073	0.00052072425838565	0.486128610341145	0.0449294637198746	0.00255046781720997	0.486128610341145	0.0469128656400902	0.00089840017352766	0.486128610341145	0.0577638972797797	0.000542056085589588	0.486128610341145	0.0490361359114815	0.0014967164702082
0.562925231289823	0.0364118660200615	0.000794943089841506	0.562925231289823	0.0493201095346021	0.000464145821548291	0.562925231289823	0.0386082114902624	0.00160872357790092	0.562925231289823	0.039975482403198	0.000525390972921375	0.562925231289823	0.0504356459508058	0.00038174048314291	0.562925231289823	0.0406995323439648	0.00143896224671915	0.562925231289823	0.0412021211975097	0.000700384431471592	0.562925231289823	0.0504160729491673	0.000529964164067889	0.562925231289823	0.0434477251881462	0.00182410360533021
0.665320725888061	0.0321619932094789	0.000545269923194826	0.665320725888061	0.0422439685528729	0.000597711083363945	0.665320725888061	0.032507419947496	0.00181618024657892	0.665320725888061	0.0338051838555641	0.000435965646637311	0.665320725888061	0.0427307760592271	0.00047892365910571	0.665320725888061	0.0357272784190999	0.00177179628312946	0.665320725888061	0.035026618485204	0.000726901175543455	0.665320725888061	0.0434445175401136	0.000568329790194472	0.665320725888061	0.0347790044275874	0.00107088090584705
0.767716220486299	0.0282281590567081	0.000611816892026727	0.767716220486299	0.0365249368093624	0.000466876383257049	0.767716220486299	0.0276175550989728	0.00127348355028943	0.767716220486299	0.0292490476533876	0.000603286191995902	0.767716220486299	0.0378410705366029	0.000422087422851876	0.767716220486299	0.0245089488359808	0.00125139430040252	0.767716220486299	0.0302182952805232	0.000781593429583215	0.767716220486299	0.037601869479084	0.000466707478320723	0.767716220486299	0.0319262283923383	0.00185444455940476
0.870111715084536	0.0232130771564372	0.000531463158209691	0.870111715084536	0.0324948457575233	0.00057200642766899	0.870111715084536	0.0215732544200018	0.00135743541791703	0.870111715084536	0.0257810386406862	0.000500280087856324	0.870111715084536	0.0326493517492902	0.000489366530833195	0.870111715084536	0.0271217489385816	0.00128399410297005	0.870111715084536	0.0270692483550281	0.000368255687460546	0.870111715084536	0.0334990703291975	0.000458085006933145	0.870111715084536	0.0279206986793622	0.00143680040683707
0.972507209682774	0.0197927005382594	0.000842501932322402	0.972507209682774	0.0287327145488168	0.000577754089318654	0.972507209682774	0.0187717780816893	0.00155828391712571	0.972507209682774	0.0232501202161243	0.000431726180352141	0.972507209682774	0.0292135048166454	0.000434942837522488	0.972507209682774	0.0240368520018308	0.00141539032446246	0.972507209682774	0.0245789581925875	0.000621448726889518	0.972507209682774	0.0298719881526007	0.000465494323039647	0.972507209682774	0.0238910245575637	0.00165542527759832
1.12610045158013	0.0182165927567127	0.000503850168023991	1.12610045158013	0.0243092794789338	0.000340397678682418	1.12610045158013	0.0196012055299283	0.00113658500653354	1.12610045158013	0.0203390367090411	0.000429594941942164	1.12610045158013	0.025741592486649	0.000466399180666926	1.12610045158013	0.0206962594364391	0.00116831769378447	1.12610045158013	0.020471983579011	0.000613436095278461	1.12610045158013	0.0253387312149277	0.000385499153543888	1.12610045158013	0.0208757554335457	0.0013348502183839
1.33089144077661	0.0153112525453756	0.000599465536114297	1.33089144077661	0.0203767251240855	0.000471823367723287	1.33089144077661	0.017495940310093	0.0014115335540447	1.33089144077661	0.0157655565033545	0.000635722806209669	1.33089144077661	0.0209156916309279	0.000417744065481216	1.33089144077661	0.0175543374435042	0.00147699587066977	1.33089144077661	0.0160490796465383	0.000603806308161449	1.33089144077661	0.0208393669307103	0.000386350146144269	1.33089144077661	0.015941290771523	0.00100020443319536
1.53568242997308	0.012849970358875	0.000362448630353686	1.53568242997308	0.0179827966381836	0.000449465090315483	1.53568242997308	0.0136134029991896	0.000990449915379086	1.53568242997308	0.0142165346895396	0.000715434732594629	1.53568242997308	0.0177020130588005	0.000430661336118261	1.53568242997308	0.0148985014159075	0.00126711994059577	1.53568242997308	0.0144147052467681	0.000329441910658567	1.53568242997308	0.017533818631927	0.000311775041471714	1.53568242997308	0.0174131694575396	0.00144231501928943
1.74047341916956	0.0113330533040177	0.000394585695964804	1.74047341916956	0.0158307689765331	0.000485906044797332	1.74047341916956	0.0132948612594186	0.00123746605482872	1.74047341916956	0.0120095585704848	0.000405223425675214	1.74047341916956	0.015398515059806	0.000404383807930168	1.74047341916956	0.0116734474350261	0.00115708912676116	1.74047341916956	0.012365234082824	0.00044346766491614	1.74047341916956	0.0144666571218718	0.000409624898738052	1.74047341916956	0.0149738401514393	0.00121301546345539
1.94526440836603	0.0101088439822245	0.000335409734700944	1.94526440836603	0.0140708986605485	0.000354789457998102	1.94526440836603	0.0121617616720557	0.00115462471057277	1.94526440836603	0.0108551206951599	0.000395240326542202	1.94526440836603	0.0140448235286201	0.00022766849194769	1.94526440836603	0.0100377405990233	0.00123847619238496	1.94526440836603	0.0110248195587011	0.000473499334931906	1.94526440836603	0.0128606085550738	0.000517954955896788	1.94526440836603	0.0120633691248159	0.00116585612319382
2.25245089216074	0.00839573027292142	0.000448844543558547	2.25245089216074	0.0114287083422116	0.000364477064543622	2.25245089216074	0.010327279431019	0.000898704591736745	2.25245089216074	0.00978038970204208	0.000464275169910618	2.25245089216074	0.011698773601896	0.000204819362165064	2.25245089216074	0.011408107892743	0.00112459546508466	2.25245089216074	0.00835305294686102	0.000358576538793685	2.25245089216074	0.0109548262164917	0.000426129719919276	2.25245089216074	0.010991671585171	0.000997671161115433
2.6620328705537	0.00675912951022542	0.000312878252718435	2.6620328705537	0.00980476602125922	0.000301465851546233	2.6620328705537	0.00827285005956851	0.000976110535652518	2.6620328705537	0.00749196250883582	0.000287585667724677	2.6620328705537	0.00929122528011576	0.000255925253737775	2.6620328705537	0.00764326957856455	0.000830739711922914	2.6620328705537	0.00803759920851824	0.000402233821432165	2.6620328705537	0.00900206618355228	0.000368369262913238	2.6620328705537	0.00737858161468985	0.000972871277515469
3.07161484894665	0.00662576282348551	0.000513005087365961	3.07161484894665	0.0084951538886491	0.000309647898009592	3.07161484894665	0.0068428054167848	0.000787502340129958	3.07161484894665	0.00685191456478498	0.000319453703800854	3.07161484894665	0.00827886016270805	0.000378790405764098	3.07161484894665	0.00676345277272693	0.000914070197627602	3.07161484894665	0.00672280844153798	0.000476262069856247	3.07161484894665	0.00744726387069813	0.000449478198993347	3.07161484894665	0.00780096581989341	0.000929703968909906
3.4811968273396	0.00552351537346499	0.000497784352511615	3.4811968273396	0.00744999242398601	0.000342475985757668	3.4811968273396	0.00483256778681084	0.000949532165671933	3.4811968273396	0.00581202391804602	0.000367331485715006	3.4811968273396	0.00749703187471809	0.000339226884523696	3.4811968273396	0.0051355472689731	0.00102093178574858	3.4811968273396	0.00525196019768213	0.000481707865133768	3.4811968273396	0.00614505099800662	0.000346735553641742	3.4811968273396	0.00590155608273533	0.00122491609968961
3.89077880573255	0.00508800016033084	0.000383541355621611	3.89077880573255	0.00637593630252078	0.000187724801956072	3.89077880573255	0.00791041910463246	0.00109147779348916	3.89077880573255	0.00454302354153098	0.000252347803887901	3.89077880573255	0.00668363498509064	0.000300470353793512	3.89077880573255	0.00529546045338905	0.00105982126661605	3.89077880573255	0.00426489288960424	0.000491539190393943	3.89077880573255	0.00556816433701611	0.000462189918534164	3.89077880573255	0.00501692936950627	0.00111604060687905
4.50515177332197	0.00368624667815312	0.000285369564411268	4.50515177332197	0.00512735179166321	0.000224655928735525	4.50515177332197	0.00469605846680181	0.000588097273387032	4.50515177332197	0.0043887310016261	0.00034946142151654	4.50515177332197	0.00601371007918207	0.000298308899039064	4.50515177332197	0.00518550517837211	0.000664998642305737	4.50515177332197	0.00400086262940575	0.000443656858796242	4.50515177332197	0.00437311892653799	0.00033147090982353	4.50515177332197	0.00389780729724668	0.000930805678335545
5.32431573010788	0.00301060010097432	0.000344563169403506	5.32431573010788	0.00367308636786978	0.000304155545862569	5.32431573010788	0.00248049515580456	0.000618931399515363	5.32431573010788	0.00410363544755971	0.000396855030916819	5.32431573010788	0.00465265865595629	0.000387616751333854	5.32431573010788	0.00536507443683464	0.000779316270803562	5.32431573010788	0.002762619587532	0.000457881221309749	5.32431573010788	0.00343322337528109	0.000364550592486593	5.32431573010788	0.00282363765677564	0.000548778250669801
6.14347968689378	0.00240777110146946	0.000289634944047963	6.14347968689378	0.00292118750519328	0.000350346133126007	6.14347968689378	0.00339085861222548	0.000606063071678461	6.14347968689378	0.00337027920880977	0.0002408020744477	6.14347968689378	0.00360829278459153	0.000232273335929887	6.14347968689378	0.00469620769622521	0.000753076068955436	6.14347968689378	0.00270984026691074	0.000370891260528476	6.14347968689378	0.00326863948602808	0.000354458875179725	6.14347968689378	0.00304821505062991	0.000879413031133969
6.96264364367968	0.00224847692600101	0.000417699402207083	6.96264364367968	0.00268795070640822	0.000188117115718613	6.96264364367968	0.00228568577338114	0.000907731215154053	6.96264364367968	0.00255423769226807	0.000366052120829274	6.96264364367968	0.00296880122615149	0.000350867699972917	6.96264364367968	0.00347413922748891	0.000697248416288191	6.96264364367968	0.00246266153224283	0.000299127138192591	6.96264364367968	0.00248913502216681	0.000283887310474553	6.96264364367968	0.00409470903506903	0.000443532019245853
7.78180760046558	0.00156230664985585	0.000337263176284982	7.78180760046558	0.00222761319361779	0.000303477662364157	7.78180760046558	0.0013643638853712	0.000638627169237895	7.78180760046558	0.00218657722462167	0.000353677598886457	7.78180760046558	0.00262505201589278	0.000370374078274274	7.78180760046558	0.00299422446623351	0.000852091417603662	7.78180760046558	0.00232666893927961	0.000401724880691105	7.78180760046558	0.0020494308299191	0.000394645582554123	7.78180760046558	0.00335843828863391	0.000771040879119898
9.01055353564443	0.00169209342443605	0.000235814201708411	9.01055353564443	0.00222024919792074	0.000269724391712042	9.01055353564443	0.00180478462209879	0.000418278542410076	9.01055353564443	0.00151619809487302	0.00026686270240213	9.01055353564443	0.00182157133565157	0.000224610765535506	9.01055353564443	0.00250042120781293	0.000603589266029313	9.01055353564443	0.00153888979313908	0.000273272069213514	9.01055353564443	0.00158142213769266	0.000210352585006549	9.01055353564443	0.00168882811136838	0.000634463021237502
10.6488814492162	0.00132861967390493	0.000358739070847998	10.6488814492162	0.00157665634672305	0.000319440693862992	10.6488814492162	0.00140811922739734	0.000532279898605344	10.6488814492162	0.001768609286089	0.000259731725401402	10.6488814492162	0.00187770824975651	0.000228599565561776	10.6488814492162	0.0021173361738949	0.000565907912803101	10.6488814492162	0.00134417404007779	0.000324697574070658	10.6488814492162	0.00145069969684709	0.000273032451974551	10.6488814492162	0.00125887128828978	0.000553479979470901
12.287209362788	0.00121842191720566	0.000316373848820205	12.287209362788	0.00146002119934495	0.000234173954250736	12.287209362788	0.000912840245197033	0.000480337610622204	12.287209362788	0.00102019100175596	0.000263523546575952	12.287209362788	0.00102082218769275	0.000338806961205583	12.287209362788	0.000897116951305964	0.000473184981326452	12.287209362788	0.000769657561785187	0.000272362305842221	12.287209362788	0.00113018138020014	0.000317194509380928	12.287209362788	0.00211740247868827	0.000367717528017064
13.9255372763598	0.00152759684103245	0.000222579904475324	13.9255372763598	0.00150275016025458	0.000325449904201093	13.9255372763598	0.00206692952017036	0.00040299041611863	13.9255372763598	0.000864152720018426	0.000283193470513265	13.9255372763598	0.000466283394495383	0.00027246462290397	13.9255372763598	0.001357561093798	0.000449865126990012	13.9255372763598	0.00105902758808872	0.00034874652886782	13.9255372763598	0.00134340664605594	0.000381268001428288	13.9255372763598	0.0017811278338593	0.00053907845675921
15.5638651899316	0.00106707041934777	0.000273207062984658	15.5638651899316	0.00113175749320419	0.000294243303249366	15.5638651899316	0.00149050406675806	0.000423009021495246	15.5638651899316	0.000625978245874865	0.00034801251326798	15.5638651899316	0.000857096792213227	0.000337891308096733	15.5638651899316	0.000928964958451544	0.000406842162071602	15.5638651899316	0.000816400610378133	0.00041192348065928	15.5638651899316	0.000685561312237233	0.000318202243812156	15.5638651899316	0.00123561555829628	0.000448805038265522
18.0213570602893	0.00055350360989908	0.000256919258961915	18.0213570602893	0.000517275965003814	0.00029952550296252	18.0213570602893	0.00086350314170549	0.000294637016684759	18.0213570602893	0.000691409657770095	0.000199615992670247	18.0213570602893	0.000689335778185717	0.000223814879426071	18.0213570602893	0.000654650290264232	0.000421515987043898	18.0213570602893	0.000594030218714086	0.000220935096639919	18.0213570602893	0.000666634441638594	0.000304583023882463	18.0213570602893	0.00121208022805297	0.000452071317456815
21.298012887433	0.000403823998885126	0.000331073122029378	21.298012887433	0.000464381861478292	0.000368858478993914	21.298012887433	0.000553228947201142	0.000472900313499725	21.298012887433	0.000700429604322434	0.000285274934496967	21.298012887433	0.000912009781327857	0.000266815548747392	21.298012887433	0.000829459666374466	0.000470979391250018	21.298012887433	0.000507082999474603	0.000275380303257308	21.298012887433	0.000581818992898099	0.000251790722308095	21.298012887433	0.000692801769409669	0.000524233478687402
24.5746687145766	0.000569842889999386	0.000249816532416914	24.5746687145766	0.000811015378571461	0.000203647486754039	24.5746687145766	0.000238439212476419	0.000394149986916947	24.5746687145766	0.000569901386652963	0.000310933661553442	24.5746687145766	0.000745315784374016	0.00027959489431844	24.5746687145766	0.000452956814734141	0.000524658785120111	24.5746687145766	0.000247138692219472	0.000286859165768609	24.5746687145766	0.000353637754786216	0.000241427041808003	24.5746687145766	-0.000135237943672154	0.000544398905061444
27.8513245417202	0.00061173167991553	0.000269414695953082	27.8513245417202	0.000519543693116689	0.00024883255279771	27.8513245417202	0.000586307899781585	0.000479619158750649	27.8513245417202	0.000523138137820963	0.000190649715266818	27.8513245417202	0.000562331596868379	0.000206046555376634	27.8513245417202	0.000238541629046506	0.000411157240078487	27.8513245417202	0.000674780786018558	0.000269684327971402	27.8513245417202	0.000750349199268298	0.000230783066248234	27.8513245417202	0.000746287573453733	0.000604843888558153
31.1279803688638	-9.56166318153346E-5	0.000248327925053046	31.1279803688638	0.000293019070089977	0.000215040611230245	31.1279803688638	-0.000394475611285615	0.000214969436306328	31.1279803688638	0.000416635868739452	0.000233944981353727	31.1279803688638	0.000347130225469219	0.000192817573276821	31.1279803688638	0.000593790079437919	0.000308824331999644	31.1279803688638	0.0004384491656647	0.000306494444837127	31.1279803688638	-9.95658701275574E-5	0.00027808864794005	31.1279803688638	0.000898218882032094	0.000464035158416503
36.0429641095792	0.00027760165911137	0.000228203023806226	36.0429641095792	7.7960371687997E-5	0.000277625426715426	36.0429641095792	0.000383481764035529	0.000290339052069406	36.0429641095792	0.000308034056463734	0.00024093695514507	36.0429641095792	0.000303983692448102	0.000173396907245475	36.0429641095792	0.000103111606947141	0.00038144177779323	36.0429641095792	0.000319078834744444	0.000202159451054091	36.0429641095792	0.000213441017792842	0.000228377173839717	36.0429641095792	0.000597839918016278	0.000208684803773638
42.5962757638664	-0.000116898412684133	0.000228989159661302	42.5962757638664	0.000149998872771296	0.000183149423453565	42.5962757638664	0.000219730529556651	0.000350607162986883	42.5962757638664	0.00026703823682248	0.000220443110187931	42.5962757638664	0.0003227863707707	0.000210627499512926	42.5962757638664	0.000351218477374177	0.000422017757049471	42.5962757638664	0.000170113271604066	0.000142991017600923	42.5962757638664	0.000122454725728679	0.000168528020541731	42.5962757638664	0.000264104613875679	0.00025722242051462
49.1495874181536	-0.000122441038210161	0.000191415136667612	49.1495874181536	0.00027115109601287	0.000188667555124415	49.1495874181536	-0.000322307500346361	0.000243901211590678	49.1495874181536	-6.15200570986069E-6	0.000181980857648317	49.1495874181536	-2.40641004341209E-5	0.000188366517372521	49.1495874181536	-4.92081785439076E-5	0.000326300342002128	49.1495874181536	0.000190891428036336	0.000244978803204398	49.1495874181536	0.000239160904493466	0.000239238125437801	49.1495874181536	0.000191248219988286	0.000417877840541605
55.7028990724408	-2.27710995300217E-5	0.00017907464922013	55.7028990724408	0.000140190395985082	0.000203073319803457	55.7028990724408	0.000166466093893878	0.000242418672875233	55.7028990724408	0.000214229528053872	0.000266802532347348	55.7028990724408	6.94146080106448E-5	0.000269258876168803	55.7028990724408	0.000549412563688551	0.000380316980895071	55.7028990724408	7.56925708386951E-5	0.000239719342928559	55.7028990724408	0.000215251398899348	0.000187686250199739	55.7028990724408	-0.000608242751445934	0.000260311744914497
62.256210726728	-0.000136628780824285	0.00018881853404285	62.256210726728	-0.000108609394699296	0.000179441588622007	62.256210726728	0.000128058677525802	0.000334667205827148	62.256210726728	0.000163409047606176	0.000201305485084257	62.256210726728	0.000134062377356319	8.69192365041189E-5	62.256210726728	0.000233788136499865	0.000369542933601254	62.256210726728	0.000443877198426454	0.000214968286648782	62.256210726728	0.000515623790722895	0.000234969352690517	62.256210726728	0.00080129846148271	0.000357780517548614
72.0861782081588	0.000105892236528715	0.00015515982673734	72.0861782081588	-5.05488073926678E-5	0.000149055163633859	72.0861782081588	-8.45227756734009E-5	0.000280549583667467	72.0861782081588	2.51973324661008E-5	0.000243952790650701	72.0861782081588	-4.10211529110565E-5	0.000258492687570599	72.0861782081588	9.4386999050588E-5	0.000243479004729003	72.0861782081588	-0.000109314856689859	0.000187475027665441	72.0861782081588	3.25710305957659E-5	0.000171706385676623	72.0861782081588	-0.000423406207162365	0.000239076254884363
85.1928015167333	0.000156733299037217	0.000188716303450437	85.1928015167333	-0.000104394414449018	0.000163933899816989	85.1928015167333	1.62810149863746E-6	0.000290996133961162	85.1928015167333	0.000109054846527755	0.000162354288319369	85.1928015167333	0.000156898728070692	0.000196071446074502	85.1928015167333	0.000178853588263933	0.000195256849744231	85.1928015167333	-0.000242427093165531	0.00017966131864828	85.1928015167333	-0.000382084809759493	0.000132135757998356	85.1928015167333	-0.000343321215543514	0.000255393827135811
98.2994248253077	8.69249536050951E-5	0.000168588122760717	98.2994248253077	-5.59989514200596E-5	0.00021253950038651	98.2994248253077	6.27724487975306E-5	0.000223065057750856	98.2994248253077	-0.000297412860403274	0.000226449004859731	98.2994248253077	-0.000141084565823907	0.000204908845376081	98.2994248253077	-0.000384393640208394	0.000247789530288847	98.2994248253077	-0.000211412904880693	0.000193085562421612	98.2994248253077	-0.000204392657429459	0.000157733499092955	98.2994248253077	-0.00026609225918373	0.000387385166049203
111.406048133882	-6.80773947804934E-5	0.000191757602045477	111.406048133882	-9.1876790681056E-5	0.000205389882172022	111.406048133882	-6.61735467135065E-5	0.000198034750549078	111.406048133882	-0.000195355287209172	0.000217399085724861	111.406048133882	-0.000111844026369841	0.000152314150089788	111.406048133882	-0.000323304741300774	0.000325410095482651	111.406048133882	0.00039174132375397	0.000204314197483287	111.406048133882	0.000236941254935183	0.0002100621520031	111.406048133882	0.000466905826518754	0.0002531022500125
124.512671442457	0.000147037381686692	0.000220610272863864	124.512671442457	0.000244143539351435	0.000210157523684297	124.512671442457	-5.50337981594572E-5	0.000311150006054947	124.512671442457	-9.07609208931156E-5	0.000193053213537384	124.512671442457	-1.42038276136962E-5	0.000198798377540592	124.512671442457	-0.000600773218187736	0.000263383280593181	124.512671442457	-6.48274426386651E-5	0.000168776361867273	124.512671442457	-8.54037155746946E-5	0.000131195845674126	124.512671442457	-2.49204012299133E-5	0.000263349703617804
144.172606405318	0.000114406659869336	0.000267847195380518	144.172606405318	0.000103463396828674	0.000241101084398254	144.172606405318	3.24294996307918E-5	0.000356868760537744	144.172606405318	0.000186048630052055	0.000201361073150594	144.172606405318	9.7885955240291E-5	0.000209077487408049	144.172606405318	0.000438362962923891	0.000306249068805085	144.172606405318	-1.83988097516654E-5	0.00014398906606002	144.172606405318	-7.33299056655524E-5	0.000127035060120425	144.172606405318	8.2046678160068E-5	0.000192655456019478
170.385853022467	-0.00012078713937383	0.000162357532120021	170.385853022467	-4.75430564532165E-5	0.000187497502862283	170.385853022467	-0.000327007733865989	0.000195187615859869	170.385853022467	1.98368659205199E-6	0.00016946910591329	170.385853022467	6.48810766146111E-5	0.000169302918057385	170.385853022467	8.58320526326184E-6	0.000235370402551431	170.385853022467	-0.000166958566703419	0.000184658354407428	170.385853022467	-0.000106410879905221	0.000177991965939863	170.385853022467	-9.6490073622969E-5	0.000273031926558615
196.599099639616	-2.19913255000097E-5	0.000195672442664539	196.599099639616	0.000192147037010267	0.000178830029151292	196.599099639616	-9.10367655498333E-5	0.000283208602273207	196.599099639616	8.99591426600119E-6	0.000122824025355175	196.599099639616	-7.76961395550473E-5	0.000176113180856594	196.599099639616	0.000181301576742849	0.000230940318754785	196.599099639616	-0.000160743031611475	0.000185985258652961	196.599099639616	-0.000257017552780582	0.000159120674762344	196.599099639616	0.000134639442992302	0.000271103470734524
222.812346256765	8.95081617009981E-5	0.000176298271229844	222.812346256765	0.0001866200814185	0.000204543210779771	222.812346256765	-0.000291613826360361	0.000265873094891495	222.812346256765	9.14278844091763E-5	0.000165486136558155	222.812346256765	6.60421104044015E-5	0.000190902064508741	222.812346256765	0.000206456453716555	0.000170462116364166	222.812346256765	-0.000415843214560575	0.000178643151768701	222.812346256765	-0.000322220853539198	0.000155856198843555	222.812346256765	-0.00034689515197162	0.000256769495762296
249.025592873914	-0.00014435264745473	0.000249163291463147	249.025592873914	-6.62204234542326E-5	0.000205394659170494	249.025592873914	-8.41595501192207E-5	0.000311394963747125	249.025592873914	-0.000102526579974707	0.000157690948520789	249.025592873914	2.53271992777203E-5	0.000184741998840887	249.025592873914	-0.000465448906862574	0.000271925002925386	249.025592873914	-0.000287831176211288	0.000159239624858728	249.025592873914	-0.000262334948099726	0.000160358889536884	249.025592873914	-0.000215491241325321	0.000249158411262986
288.345462799637	-0.00012869039256719	0.000212308957917658	288.345462799637	2.78108937830609E-6	0.000213328538043964	288.345462799637	-0.000374670877515289	0.000261269525318203	288.345462799637	6.76602902806366E-5	0.000181926222507848	288.345462799637	5.17683970973146E-6	0.000176511327242542	288.345462799637	0.000130774904190051	0.000220539373095153	288.345462799637	-0.000121366822787973	0.000188281194036841	288.345462799637	-0.000166118464084899	0.000182444125797127	288.345462799637	-3.27600996426294E-5	0.000280561526345554
340.771956033934	-0.000119259299638113	0.000199851702869799	340.771956033934	4.61319518187552E-5	0.000205037072494856	340.771956033934	-0.000384457456099333	0.000251510984649764	340.771956033934	-0.000151929936838717	0.000253883568908526	340.771956033934	-5.53121345999274E-5	0.000211462994798561	340.771956033934	-0.000238175129546914	0.000349081689956511	340.771956033934	-8.28466193569491E-5	0.000178519051702218	340.771956033934	-9.3858684351797E-5	0.00012112591135924	340.771956033934	-0.000161673817137945	0.000325021120603368
393.198449268232	-0.000171080979848946	0.000188341787023142	393.198449268232	4.01187971334687E-5	0.000181692469222036	393.198449268232	-0.00026463814223954	0.000213020456708755	393.198449268232	-0.000241594014454208	0.000227399535403558	393.198449268232	-0.000149507504849781	0.000202053099996179	393.198449268232	-0.000371975570678205	0.000336686763355312	393.198449268232	-0.00014728626948657	0.000174629245269145	393.198449268232	-0.000101560994203873	0.000138438604450952	393.198449268232	-0.000236270180930426	0.000285585178760306
445.62494250253	-7.45554432619747E-5	0.00023009124999958	445.62494250253	3.28348461471916E-5	0.00027669530291787	445.62494250253	-0.000150940444712414	0.000230916010811882	445.62494250253	-0.000372652959211851	0.00019606994428049	445.62494250253	-0.000143253298087215	0.000196910480499618	445.62494250253	-0.000367258527903601	0.000257141772741542	445.62494250253	-0.00022867363501589	0.000150032485916066	445.62494250253	-0.000106487300526269	0.000114763201713838	445.62494250253	-0.00038333500415202	0.000238330188296496
498.051435736828	-4.06318531198188E-5	0.00030962457369694	498.051435736828	5.09002690070265E-5	0.000305190764018063	498.051435736828	-0.000114460375658905	0.00037021903589415	498.051435736828	-0.000204613692031772	0.00021892191277221	498.051435736828	-0.000182897082074004	0.000169569771243945	498.051435736828	-0.000201598000907088	0.000293337559537057	498.051435736828	-7.84107303580088E-5	0.000225186623894484	498.051435736828	-6.1021048339333E-5	0.000165474131323577	498.051435736828	-0.000216993747875882	0.000348294962874426
576.691175588274	-0.000268284493335767	0.000315594645220972	576.691175588274	-0.000212403054203941	0.000387484825493752	576.691175588274	-0.000440430002137185	0.000310675934673803	576.691175588274	-0.000276923089197827	0.000217549493825242	576.691175588274	-0.000175631753934495	0.000178759800146925	576.691175588274	-0.000375755404479898	0.000297849778519834	576.691175588274	-7.42470347730846E-5	0.000279063205342109	576.691175588274	-0.000179886743023007	0.000211980166924924	576.691175588274	3.36416184083881E-5	0.00041224659338927
