A_and_B_1_1_10-20-21_1_T0s_1.ptu	 	 	A_and_B_1_1_10-20-21_1_T0s_1.ptu (A)	 	 	A_and_B_1_1_10-20-21_1_T0s_1.ptu (B)	 	 	A_and_B_1_1_10-20-21_2_T302s_1.ptu	 	 	A_and_B_1_1_10-20-21_2_T302s_1.ptu (A)	 	 	A_and_B_1_1_10-20-21_2_T302s_1.ptu (B)	 	 	A_and_B_1_1_10-20-21_3_T604s_1.ptu	 	 	A_and_B_1_1_10-20-21_3_T604s_1.ptu (A)	 	 	A_and_B_1_1_10-20-21_3_T604s_1.ptu (B)	 	 
Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []
0.0194991420377503	0.271038205963388	0.00498441843095499	0.0194991420377503	0.507913209910681	0.00237879112994736	0.0194991420377503	0.168580723755755	0.00990542970866612	0.0194991420377503	0.322191707276125	0.00415346635469213	0.0194991420377503	0.523609112422647	0.00208152244881231	0.0194991420377503	0.238728840996991	0.0119676941401067	0.0194991420377503	0.331290144867109	0.00396140065538615	0.0194991420377503	0.532633843539383	0.00259338614377361	0.0194991420377503	0.284868697331897	0.0141374999282714
0.0210990716408478	0.259155532409638	0.00246810129017456	0.0210990716408478	0.503952290328593	0.00179556626634784	0.0210990716408478	0.188751689572344	0.00752754298907042	0.0210990716408478	0.316179588221467	0.00447021147139097	0.0210990716408478	0.512509590458312	0.00239580413783028	0.0210990716408478	0.223419412742095	0.0131916736637515	0.0210990716408478	0.334558621193446	0.00485820242391546	0.0210990716408478	0.523044189899901	0.00196012968869885	0.0210990716408478	0.258031263413593	0.0118087162829188
0.0226990012439453	0.255353260762908	0.00355629257464075	0.0226990012439453	0.497042359927066	0.00247077916689218	0.0226990012439453	0.189289947396274	0.00748341884877258	0.0226990012439453	0.310401445652255	0.00302408197805631	0.0226990012439453	0.51561549309965	0.00248332322727037	0.0226990012439453	0.223994688275022	0.0130210099809199	0.0226990012439453	0.330734731058408	0.00391217471438906	0.0226990012439453	0.515350989756653	0.00216846417010296	0.0226990012439453	0.252429087448218	0.0125182539086061
0.0242989308470427	0.253038570277995	0.00541874396640218	0.0242989308470427	0.491671477548118	0.0027007206026479	0.0242989308470427	0.165416256441671	0.00948027485916078	0.0242989308470427	0.303905861597249	0.00344965091130173	0.0242989308470427	0.503679344697795	0.00246277887214268	0.0242989308470427	0.23544254520616	0.0135073421279601	0.0242989308470427	0.321694753588392	0.00297885996521025	0.0242989308470427	0.504359069367657	0.00203090047496159	0.0242989308470427	0.250863725224404	0.0119241064450789
0.0258988604501402	0.251059843863265	0.00321816511908013	0.0258988604501402	0.479245018047358	0.00236788891831252	0.0258988604501402	0.156911665223602	0.0134655595961217	0.0258988604501402	0.312751800124624	0.00296191275275712	0.0258988604501402	0.501325453114419	0.00193011888248032	0.0258988604501402	0.226290329888286	0.0154011676189339	0.0258988604501402	0.318403172979031	0.00488219588353722	0.0258988604501402	0.500827268757242	0.00227630156551906	0.0258988604501402	0.241308037195599	0.0114588412272232
0.0274987900532377	0.252083733490887	0.00256473225414164	0.0274987900532377	0.472877363404378	0.00298737866534785	0.0274987900532377	0.181189742689017	0.00888538628409696	0.0274987900532377	0.297437023991078	0.00317010382181314	0.0274987900532377	0.492416480972877	0.00198646111361328	0.0274987900532377	0.231684769437722	0.00888155473664329	0.0274987900532377	0.311993149227965	0.00423678273250439	0.0274987900532377	0.494698109283384	0.00253463214239792	0.0274987900532377	0.230100157435603	0.0117529324501551
0.0290987196563351	0.240743005157385	0.00223197274350472	0.0290987196563351	0.471537226907645	0.00268005276096852	0.0290987196563351	0.160590388592489	0.0102089904810101	0.0290987196563351	0.29539832500334	0.00486024743035943	0.0290987196563351	0.488256074699816	0.00219584951351876	0.0290987196563351	0.227513754532188	0.0137522252636354	0.0290987196563351	0.317839505423647	0.00569022316280496	0.0290987196563351	0.490181485441984	0.00288338022670201	0.0290987196563351	0.246860993324259	0.0138792348306847
0.0306986492594326	0.24245937200133	0.00281840897718181	0.0306986492594326	0.465446817142339	0.00213777282570381	0.0306986492594326	0.183662421860322	0.0104559120979179	0.0306986492594326	0.29001577373794	0.00347558639112606	0.0306986492594326	0.479813430827639	0.00267935081327912	0.0306986492594326	0.185601102772072	0.0123761601304924	0.0306986492594326	0.311079503475877	0.00474063216515792	0.0306986492594326	0.487051122591828	0.00323479272324223	0.0306986492594326	0.240621698352907	0.0159807805616387
0.0330985436640788	0.238803688317227	0.00234609203047016	0.0330985436640788	0.456929949649724	0.00142034338235918	0.0330985436640788	0.16921047976878	0.00655398317154072	0.0330985436640788	0.288465263311592	0.00325442702802041	0.0330985436640788	0.472642467361628	0.00181385980597218	0.0330985436640788	0.229193891470438	0.0104015871169469	0.0330985436640788	0.309323331124253	0.00297643755594689	0.0330985436640788	0.475373201079731	0.00181931704814601	0.0330985436640788	0.235465760008353	0.009586404616923
0.0362984028702737	0.231010799858584	0.00223337970111974	0.0362984028702737	0.449268070261797	0.00229293077824654	0.0362984028702737	0.145956973105904	0.0112220933561497	0.0362984028702737	0.278078743645965	0.00217626257611612	0.0362984028702737	0.462336962471104	0.00184740760622563	0.0362984028702737	0.224576538739682	0.00871002752264971	0.0362984028702737	0.299824734060237	0.00305710940500273	0.0362984028702737	0.462422297465557	0.00131156574613615	0.0362984028702737	0.217580792765388	0.0129334485110135
0.0394982620764686	0.225544329462887	0.00308525319107174	0.0394982620764686	0.43795532856746	0.00140472900858483	0.0394982620764686	0.17160432237902	0.00733611995969354	0.0394982620764686	0.282911164113929	0.00251974140491622	0.0394982620764686	0.44924493119716	0.00104685214072285	0.0394982620764686	0.199711241394113	0.00733834951031818	0.0394982620764686	0.288054463211691	0.0036417497239636	0.0394982620764686	0.453907942472959	0.00158840493167016	0.0394982620764686	0.221873957380912	0.00759742475154713
0.0426981212826636	0.222867752442964	0.00235904887684874	0.0426981212826636	0.4315273861333	0.00155906411619343	0.0426981212826636	0.170217910589893	0.0065796532213238	0.0426981212826636	0.272846306455102	0.00232231033025346	0.0426981212826636	0.441432807830631	0.00188927338198397	0.0426981212826636	0.194467493692772	0.00678272526613439	0.0426981212826636	0.287008063041458	0.00271509726115383	0.0426981212826636	0.443404229241451	0.00178250083650243	0.0426981212826636	0.226225459372089	0.012378014224004
0.0458979804888585	0.221279261472515	0.00206264585225067	0.0458979804888585	0.421284801024893	0.00162566970820545	0.0458979804888585	0.162576076078062	0.0064209958498258	0.0458979804888585	0.264641743338059	0.00262662939915767	0.0458979804888585	0.433133891967666	0.00211763446795064	0.0458979804888585	0.194972079172141	0.00730997000565516	0.0458979804888585	0.281500579360405	0.00276920456171069	0.0458979804888585	0.437853017337701	0.00183368531603368	0.0458979804888585	0.234703645105534	0.0108944352480783
0.0490978396950534	0.212256894896708	0.0026227857460115	0.0490978396950534	0.410695166420343	0.0012747101405573	0.0490978396950534	0.148731327672051	0.00826103598801086	0.0490978396950534	0.258711902451662	0.00343620552899821	0.0490978396950534	0.423562396959974	0.00209384802986625	0.0490978396950534	0.193986242184971	0.00799405961265162	0.0490978396950534	0.273349246436634	0.0040928659308256	0.0490978396950534	0.426149422179429	0.00125139846359943	0.0490978396950534	0.216021188144251	0.00566700156225299
0.0522976989012483	0.210716635802561	0.00228442670019655	0.0522976989012483	0.405978603979879	0.00134800578496438	0.0522976989012483	0.157974172395463	0.00898256901750121	0.0522976989012483	0.256741846902721	0.00351239279053617	0.0522976989012483	0.418919670479746	0.00153217012911248	0.0522976989012483	0.186108931652096	0.00894149283026131	0.0522976989012483	0.273208915218552	0.00214910598601648	0.0522976989012483	0.421343018493876	0.00181331813913999	0.0522976989012483	0.213374963677364	0.0083411016857446
0.0554975581074433	0.206886694933155	0.00234369596700111	0.0554975581074433	0.397744866518722	0.00164090700434281	0.0554975581074433	0.153265953346187	0.00795425374835562	0.0554975581074433	0.253956611790961	0.0019773128771197	0.0554975581074433	0.407759626343061	0.00197494162237281	0.0554975581074433	0.186413281546527	0.00699510032528941	0.0554975581074433	0.261147391207361	0.00334800923400442	0.0554975581074433	0.411715479060657	0.00189718465132556	0.0554975581074433	0.203219805930861	0.0106577792050541
0.0586974173136382	0.20782732206581	0.00198025906084573	0.0586974173136382	0.392565944549694	0.00150475661149584	0.0586974173136382	0.145955099497582	0.00812731137255384	0.0586974173136382	0.248447802286159	0.0020740755996979	0.0586974173136382	0.401634977554553	0.00122022485492984	0.0586974173136382	0.176333391836989	0.00633447035463535	0.0586974173136382	0.259278097615553	0.00319547013807836	0.0586974173136382	0.404945803212131	0.0012970297363949	0.0586974173136382	0.207748658032024	0.0132573042606467
0.0618972765198331	0.200169285051475	0.00203754251677428	0.0618972765198331	0.384640097778337	0.001780170160352	0.0618972765198331	0.146689654999354	0.00950674239836084	0.0618972765198331	0.246253487490493	0.00299103816497069	0.0618972765198331	0.396102780268221	0.00119292941578462	0.0618972765198331	0.186987755638835	0.0101308397485354	0.0618972765198331	0.256098193906132	0.00320354528351621	0.0618972765198331	0.395806950354262	0.00155292881234041	0.0618972765198331	0.205866318335344	0.00848877448049356
0.0666970653291255	0.196669897532219	0.00113775133151521	0.0666970653291255	0.375738516870701	0.00138455612162337	0.0666970653291255	0.137154531471744	0.00439461187708988	0.0666970653291255	0.238901617798801	0.00180861733285787	0.0666970653291255	0.384644971478738	0.00125799415458883	0.0666970653291255	0.175394348572314	0.00499885657407084	0.0666970653291255	0.253164843529394	0.00131971750222512	0.0666970653291255	0.388515226259471	0.00102249701421582	0.0666970653291255	0.201566227228364	0.00855391149653149
0.0730967837415154	0.192069884357652	0.00221748883952633	0.0730967837415154	0.362079203684146	0.00111755855406	0.0730967837415154	0.131335008168439	0.00502643574541997	0.0730967837415154	0.230904517446062	0.00182442881801296	0.0730967837415154	0.373762087562009	0.00169512146326457	0.0730967837415154	0.183585038396071	0.00771379542574456	0.0730967837415154	0.241359651647316	0.00243104385272673	0.0730967837415154	0.374876366464173	0.00148564305545075	0.0730967837415154	0.198724892913043	0.00738399853617345
0.0794965021539052	0.184712102943701	0.00154994724259226	0.0794965021539052	0.354118140926628	0.0015805566282323	0.0794965021539052	0.126408921070852	0.00572125894637866	0.0794965021539052	0.225194080013496	0.00255262362393212	0.0794965021539052	0.365188928296513	0.00118181870857729	0.0794965021539052	0.171540143032781	0.00412066030927204	0.0794965021539052	0.235589526981268	0.00164791151553315	0.0794965021539052	0.36440547645458	0.00171180475555882	0.0794965021539052	0.187558665424413	0.00581424025498157
0.0858962205662951	0.178778136789512	0.00192731583591962	0.0858962205662951	0.341081186245025	0.000843826949280441	0.0858962205662951	0.134292401974439	0.00506627501481375	0.0858962205662951	0.218025677956964	0.00195456424092056	0.0858962205662951	0.35345665670383	0.00139256494625249	0.0858962205662951	0.165345507282906	0.00651207263280961	0.0858962205662951	0.226136897561609	0.0017175124668914	0.0858962205662951	0.352586138714293	0.00134188118083776	0.0858962205662951	0.165197334243424	0.005545045747084
0.0922959389786849	0.174046874135167	0.00176860066794067	0.0922959389786849	0.332293537830606	0.00119311351222338	0.0922959389786849	0.114538639482257	0.00527689783733681	0.0922959389786849	0.208737982257473	0.00205680027866742	0.0922959389786849	0.34088884038013	0.00144082678656647	0.0922959389786849	0.157835118735729	0.00852975742140666	0.0922959389786849	0.223328275871764	0.00240559925475353	0.0922959389786849	0.343484161117377	0.00126565960664608	0.0922959389786849	0.172985505353985	0.00500678387353334
0.0986956573910748	0.170124892699709	0.0014891893130195	0.0986956573910748	0.323446240000786	0.00137570285017469	0.0986956573910748	0.112307135020208	0.00644444539426427	0.0986956573910748	0.208482312170375	0.0020717913397444	0.0986956573910748	0.333057712768505	0.00140409221080921	0.0986956573910748	0.15659339956691	0.00516629245518846	0.0986956573910748	0.218081005371327	0.00130137860941913	0.0986956573910748	0.332755260811905	0.00150142047571237	0.0986956573910748	0.162366798183941	0.00444692010238477
0.105095375803465	0.162150246406254	0.0019348139315156	0.105095375803465	0.313615790857133	0.00133706498617167	0.105095375803465	0.121769847166615	0.00545107907765296	0.105095375803465	0.19997216189351	0.00196052911267746	0.105095375803465	0.324899070863325	0.00103916751899159	0.105095375803465	0.154015740345606	0.00486922331658659	0.105095375803465	0.211749660802976	0.00238621327871312	0.105095375803465	0.326168042811138	0.000872238327404109	0.105095375803465	0.163652131333082	0.00818816231136025
0.111495094215854	0.1601393845462	0.00142815708697607	0.111495094215854	0.308481290621476	0.00130767256343896	0.111495094215854	0.119640388934216	0.00741702354017765	0.111495094215854	0.196334732904268	0.00172107114365232	0.111495094215854	0.315779630597435	0.000989116154276643	0.111495094215854	0.14992942570194	0.0073146040484733	0.111495094215854	0.208096786723732	0.0024522406813764	0.111495094215854	0.316732609786689	0.00121172824986471	0.111495094215854	0.174315694064105	0.00744402822971056
0.117894812628244	0.156493461030148	0.00204239645643867	0.117894812628244	0.299910136211881	0.00137187569116823	0.117894812628244	0.122181251236368	0.00453859139321753	0.117894812628244	0.191905529604907	0.00212077602149015	0.117894812628244	0.306718325864093	0.00162012175513761	0.117894812628244	0.148002983188805	0.00661092831987134	0.117894812628244	0.203263331420554	0.00223447463429913	0.117894812628244	0.307876767435169	0.00126644110206337	0.117894812628244	0.174084197405286	0.00508584296007026
0.124294531040634	0.153995861254557	0.00141126472178404	0.124294531040634	0.293008228742646	0.0013202235745011	0.124294531040634	0.115120596118599	0.0064562865852204	0.124294531040634	0.189927487343521	0.00171682022164078	0.124294531040634	0.300488267408248	0.00145564029126101	0.124294531040634	0.154015597455778	0.00738095115237563	0.124294531040634	0.201395128378268	0.00199869105048603	0.124294531040634	0.298750237911341	0.00163193535450466	0.124294531040634	0.161787817458253	0.00527543352596258
0.133894108659219	0.147002558670199	0.000962343270034503	0.133894108659219	0.282195577933632	0.000947992796936998	0.133894108659219	0.106214257665439	0.00327790249950135	0.133894108659219	0.182785450267245	0.00131014518630074	0.133894108659219	0.290519740220081	0.00133029899624547	0.133894108659219	0.143411352856081	0.00460489693702202	0.133894108659219	0.188321228852457	0.00182509005723064	0.133894108659219	0.290467332450195	0.00148493874145419	0.133894108659219	0.152322345090586	0.00623883437904552
0.146693545483999	0.140345773095638	0.00132969597636551	0.146693545483999	0.2708811856152	0.000933556598635184	0.146693545483999	0.107861942120943	0.00422903908452826	0.146693545483999	0.170831223626253	0.00143056178299431	0.146693545483999	0.277444441041822	0.00095801090566033	0.146693545483999	0.134433062445249	0.00475213539958755	0.146693545483999	0.18280762338402	0.00192706219350056	0.146693545483999	0.278488762967221	0.00103131984816912	0.146693545483999	0.145313427057543	0.00562275980530104
0.159492982308778	0.138307060322631	0.00158441220846685	0.159492982308778	0.257851857967799	0.00104263970299899	0.159492982308778	0.100164006640926	0.00262480757115252	0.159492982308778	0.165521532444146	0.00154617144052553	0.159492982308778	0.264827822350754	0.00090376079963705	0.159492982308778	0.121504726411844	0.00405025692799943	0.159492982308778	0.178332216785534	0.0016980719196907	0.159492982308778	0.266122945284849	0.00115221508366566	0.159492982308778	0.137302935893572	0.0057759958456519
0.172292419133558	0.131008086976247	0.00108902913521147	0.172292419133558	0.249220649300393	0.000979761288385251	0.172292419133558	0.0897730212757857	0.00485266687656677	0.172292419133558	0.158293572721768	0.00108908226675131	0.172292419133558	0.255769721547827	0.0010141928596935	0.172292419133558	0.129521612769676	0.00496331466889421	0.172292419133558	0.166482865774194	0.00112858792536802	0.172292419133558	0.254783847276934	0.00111419660564352	0.172292419133558	0.130413631922254	0.00423736943506422
0.185091855958338	0.125519565185903	0.00120904091147825	0.185091855958338	0.239865883932621	0.00137796930524071	0.185091855958338	0.092199472575381	0.00330208626976475	0.185091855958338	0.154460962375399	0.00153392468704183	0.185091855958338	0.244963376611763	0.000889606553119912	0.185091855958338	0.12361310046296	0.0037900020973209	0.185091855958338	0.163970416511586	0.00165654717017074	0.185091855958338	0.245941509665067	0.00146629523247333	0.185091855958338	0.134386543921298	0.00299584729308456
0.197891292783118	0.122153860147371	0.000916105564477365	0.197891292783118	0.232169725722816	0.000720464908011814	0.197891292783118	0.088834843643259	0.00337854595219454	0.197891292783118	0.147738591250362	0.00166668913728184	0.197891292783118	0.236138174466214	0.000838280568186749	0.197891292783118	0.115463537111964	0.00487707502677125	0.197891292783118	0.156016018268635	0.000987831416735071	0.197891292783118	0.23661150956892	0.00125155258346274	0.197891292783118	0.130553462393898	0.00364372658479338
0.210690729607897	0.117974499635973	0.00114117991478084	0.210690729607897	0.223591669434472	0.00140996049850631	0.210690729607897	0.0899559663072532	0.00275454616930205	0.210690729607897	0.143264419468155	0.00141774193284099	0.210690729607897	0.229228315977221	0.000993410278059123	0.210690729607897	0.109230227279765	0.00441445167212303	0.210690729607897	0.151475543041089	0.00163098936322616	0.210690729607897	0.229339501035425	0.00121474332654435	0.210690729607897	0.124046180716669	0.00433632487438004
0.223490166432677	0.115893655418611	0.0015393548626163	0.223490166432677	0.217669059539396	0.00109791727508853	0.223490166432677	0.0889072462252446	0.00347879397199099	0.223490166432677	0.138046028617609	0.00105212951574104	0.223490166432677	0.220586857277256	0.00124659314510561	0.223490166432677	0.106487612731946	0.00371886954320371	0.223490166432677	0.14594025641742	0.00119636535670379	0.223490166432677	0.222676573028309	0.000848342476670985	0.223490166432677	0.117283029485413	0.00401808107378335
0.236289603257457	0.109734754886208	0.00129519352060879	0.236289603257457	0.207919959681468	0.00130186172834262	0.236289603257457	0.085484024291874	0.00327044338240986	0.236289603257457	0.132610468738214	0.00140719263616875	0.236289603257457	0.212920430605473	0.00109209856465487	0.236289603257457	0.103625935796368	0.00438278048565018	0.236289603257457	0.139315585566297	0.00165500031013513	0.236289603257457	0.215307665233814	0.000788164122808679	0.236289603257457	0.113778690278928	0.0043958147993111
0.249089040082236	0.108590159582434	0.000979058337152453	0.249089040082236	0.201921434248981	0.00134830802510459	0.249089040082236	0.0778652077265698	0.00389221265203306	0.249089040082236	0.13066562521525	0.00132122214676837	0.249089040082236	0.206254267191679	0.00104817529523382	0.249089040082236	0.110426868408137	0.00408723995848321	0.249089040082236	0.136763227748826	0.000840402110246176	0.249089040082236	0.208899718587705	0.000900549311007426	0.249089040082236	0.109079265662303	0.00488063973433137
0.268288195319406	0.102134988978022	0.000919656151281395	0.268288195319406	0.192994160184039	0.000867581077966152	0.268288195319406	0.0765728152362509	0.00185365575314161	0.268288195319406	0.121013736128951	0.000935689217837704	0.268288195319406	0.197695624377013	0.000942171306200081	0.268288195319406	0.100705373796981	0.00347213226693838	0.268288195319406	0.130329176785517	0.00113547114772438	0.268288195319406	0.198817887572738	0.000768436554277418	0.268288195319406	0.107932272151618	0.00357460249467119
0.293887068968965	0.0961418525435558	0.00108005258835639	0.293887068968965	0.183199106715194	0.00070772835301279	0.293887068968965	0.0722878162798105	0.00230324287274767	0.293887068968965	0.116786220853219	0.00119949900610818	0.293887068968965	0.186210850662566	0.000867070958544556	0.293887068968965	0.0898328179284742	0.00292184337291248	0.293887068968965	0.124086580034484	0.00126051257654328	0.293887068968965	0.187980257710482	0.000770240098219093	0.293887068968965	0.0993655511257953	0.00309031759934984
0.319485942618525	0.0928335150274115	0.000637193271308025	0.319485942618525	0.172913861416798	0.000874397743670067	0.319485942618525	0.0692865612652209	0.0026718681795482	0.319485942618525	0.109797427687625	0.00116489613244355	0.319485942618525	0.176385935698989	0.000929055920059645	0.319485942618525	0.0893573345128611	0.00256001183048219	0.319485942618525	0.11577411522864	0.0017676238022381	0.319485942618525	0.177554167089329	0.00119664257219894	0.319485942618525	0.0983599318773599	0.00458132391017876
0.345084816268084	0.0866762603429183	0.000914973259497591	0.345084816268084	0.164971642159868	0.000995524576604266	0.345084816268084	0.0636569721590772	0.0020067233134481	0.345084816268084	0.106368637615229	0.0010165933344861	0.345084816268084	0.168164006608265	0.00102390310894997	0.345084816268084	0.0888157277359598	0.00343381942466205	0.345084816268084	0.109888484303388	0.00117826285922164	0.345084816268084	0.167897098069134	0.00107764675115828	0.345084816268084	0.0904673628409794	0.00352848288917884
0.370683689917644	0.0827821358001595	0.000906401006757227	0.370683689917644	0.156449596065242	0.00078122129854253	0.370683689917644	0.065857975661289	0.00261619006689306	0.370683689917644	0.100043752117406	0.00132439448025731	0.370683689917644	0.159772047335091	0.00087016269138483	0.370683689917644	0.078330242433358	0.00256562227825112	0.370683689917644	0.106386177918482	0.00115605137999909	0.370683689917644	0.160965999603056	0.00068351763366029	0.370683689917644	0.0876828115605663	0.00478916360467375
0.396282563567203	0.079968186581531	0.000988312839872077	0.396282563567203	0.150215947653377	0.00100397388366093	0.396282563567203	0.0583966861475625	0.00220733844587916	0.396282563567203	0.0944587698475834	0.000971577748922582	0.396282563567203	0.151514938541783	0.00109340033951031	0.396282563567203	0.0765987699381653	0.00347087107609796	0.396282563567203	0.1006285489095	0.00133046358609371	0.396282563567203	0.153355824867736	0.00127212730318933	0.396282563567203	0.0865962457748563	0.00322380393237281
0.421881437216762	0.0777335523213949	0.00107499727382579	0.421881437216762	0.143284909942809	0.00071362679393355	0.421881437216762	0.0612520999428919	0.00274324380804189	0.421881437216762	0.0912787367743058	0.000993724258055443	0.421881437216762	0.145294045781721	0.00078633404938707	0.421881437216762	0.0773904711392728	0.00296816838885789	0.421881437216762	0.0954732268434364	0.0009935766773144	0.421881437216762	0.14459836204227	0.000797323253711236	0.421881437216762	0.0882029092606307	0.00261777747024159
0.447480310866322	0.0740390043601503	0.00141927823196827	0.447480310866322	0.137815315438366	0.00106605115203579	0.447480310866322	0.0585909308201535	0.00209356060335096	0.447480310866322	0.0860355974146888	0.00100467394762911	0.447480310866322	0.139141427465561	0.00101335099891227	0.447480310866322	0.0695147873597585	0.00250986097660059	0.447480310866322	0.091098258905304	0.0008072743235551	0.447480310866322	0.14029469439264	0.000965728437303072	0.447480310866322	0.0812471922965779	0.00375997898740733
0.473079184515881	0.0716008820757349	0.00087462690705884	0.473079184515881	0.131903835813988	0.000755697377944101	0.473079184515881	0.0595722204220362	0.00322604406757984	0.473079184515881	0.0850214976829917	0.00105382423266832	0.473079184515881	0.134664749765908	0.000908976998596576	0.473079184515881	0.0638705338584748	0.00219468522007634	0.473079184515881	0.086574684094763	0.000808719931120924	0.473079184515881	0.133742194004946	0.000766428424116869	0.473079184515881	0.0713927090052025	0.00258519078756208
0.498678058165441	0.067707344716503	0.000723996521187447	0.498678058165441	0.126477368499288	0.000882075614166241	0.498678058165441	0.0510067068256559	0.00164050699104353	0.498678058165441	0.0785572645416646	0.00088231784690562	0.498678058165441	0.128316068268705	0.000789586279314159	0.498678058165441	0.0646870287214907	0.00400897903743891	0.498678058165441	0.0841479184797985	0.00118499257378169	0.498678058165441	0.127766363177333	0.000850037524763845	0.498678058165441	0.0703174020968967	0.00237930872694824
0.53707636863978	0.0645380834878726	0.000685822652137084	0.53707636863978	0.119420768376433	0.000718375624364026	0.53707636863978	0.0497609925877323	0.00208007488459604	0.53707636863978	0.0751387258604924	0.000720343684626541	0.53707636863978	0.12079635382837	0.000626023676655184	0.53707636863978	0.0640502422363263	0.00239354682487232	0.53707636863978	0.0805628232654023	0.000617770091144368	0.53707636863978	0.121754626268733	0.000798918239437313	0.53707636863978	0.0688737170017798	0.00255041130070564
0.588274115938899	0.059593217993334	0.000641813863619237	0.588274115938899	0.111013717915966	0.000887465153742292	0.588274115938899	0.0452238730512437	0.00151842351709782	0.588274115938899	0.0715828482552752	0.00077910293123931	0.588274115938899	0.113241140000137	0.000740217651035041	0.588274115938899	0.0578163518206723	0.00176073050380253	0.588274115938899	0.0755522627866688	0.0010015566246018	0.588274115938899	0.11310504776293	0.000710582657838117	0.588274115938899	0.0624120907431534	0.0020813531498037
0.639471863238018	0.0562775830757434	0.000868017016751749	0.639471863238018	0.104214537345238	0.000966128847717827	0.639471863238018	0.0459888948301569	0.00193147968312031	0.639471863238018	0.0667787121604201	0.00080473838819846	0.639471863238018	0.106064632542081	0.000754746929194488	0.639471863238018	0.0537653522463538	0.00172862432918742	0.639471863238018	0.070445784188354	0.000755710233061981	0.639471863238018	0.105797813987464	0.000715201236486219	0.639471863238018	0.0597521141536489	0.00180375862866149
0.690669610537136	0.0524208437636563	0.00072845918321549	0.690669610537136	0.097951817818156	0.000930435425534773	0.690669610537136	0.0414117307165843	0.00214649610581405	0.690669610537136	0.0627893715795606	0.000953338937749218	0.690669610537136	0.100036553799751	0.000862457912193274	0.690669610537136	0.0529284438058895	0.0025836034348812	0.690669610537136	0.0655601610786538	0.000506859812472963	0.690669610537136	0.0990240890705511	0.000670038044081448	0.690669610537136	0.0558563189307504	0.00211215216230046
0.741867357836255	0.0497490852941015	0.000647152676097061	0.741867357836255	0.0920773285044982	0.000875015026820909	0.741867357836255	0.0385206819630845	0.00177563935036848	0.741867357836255	0.0587481956932285	0.000784575940706346	0.741867357836255	0.093817401587226	0.000640595409359075	0.741867357836255	0.0507264919467232	0.00204154892824553	0.741867357836255	0.0607269962902498	0.000927391305673148	0.741867357836255	0.093493568721956	0.000759984928025453	0.741867357836255	0.0508182221305369	0.00198531943620268
0.793065105135374	0.0463330795167526	0.000694134744361334	0.793065105135374	0.0867130265290321	0.00119588733384592	0.793065105135374	0.0361330082862694	0.00124283757481441	0.793065105135374	0.0552531429618683	0.000744634056933971	0.793065105135374	0.09006236550935	0.000753033164719127	0.793065105135374	0.0461885130245092	0.0020547097790005	0.793065105135374	0.0576781899495983	0.000875521628467464	0.793065105135374	0.0889229711292097	0.00071587830526495	0.793065105135374	0.0553230776407072	0.0028155241498166
0.844262852434493	0.0440830915269576	0.000569557125915864	0.844262852434493	0.0822578282164584	0.000808855135066217	0.844262852434493	0.0335695287572879	0.0019183639419937	0.844262852434493	0.0520987465670809	0.0010072383214266	0.844262852434493	0.0841045907959036	0.000691334114612201	0.844262852434493	0.0456631092150514	0.00179427833473345	0.844262852434493	0.0547341454403017	0.000861200381569654	0.844262852434493	0.0838764256751837	0.000723405530912629	0.844262852434493	0.0514708388654175	0.00269727900338517
0.895460599733612	0.0413866551799133	0.000603328141776872	0.895460599733612	0.0777724958985015	0.00104802096356712	0.895460599733612	0.0310646159350238	0.00139477715773145	0.895460599733612	0.0508992078059927	0.000786071849959353	0.895460599733612	0.0801348942752323	0.00063165634966213	0.895460599733612	0.0426316014017658	0.00185793998337396	0.895460599733612	0.0526036453813536	0.000780896119928839	0.895460599733612	0.07970081646408	0.000716408582046184	0.895460599733612	0.0448088379756349	0.00291323249437341
0.94665834703273	0.0392277939073055	0.000959519395265712	0.94665834703273	0.0741526282509635	0.000880816887204058	0.94665834703273	0.0333570392869642	0.002013969092707	0.94665834703273	0.047122065429102	0.000711140334354356	0.94665834703273	0.0767965787538695	0.000517396865547222	0.94665834703273	0.0422452519743973	0.00182069369580165	0.94665834703273	0.0513884445175125	0.000670307138247349	0.94665834703273	0.074977841640859	0.000994935140208093	0.94665834703273	0.0436508202389893	0.00210223117035756
0.997856094331849	0.0373990426140495	0.000715356401503847	0.997856094331849	0.0702398851444822	0.00101756335621795	0.997856094331849	0.0301142908187692	0.00193577237815756	0.997856094331849	0.0455461794763662	0.000735536652017461	0.997856094331849	0.0731692390107682	0.000704190670404102	0.997856094331849	0.0386747314383364	0.00264013186521083	0.997856094331849	0.0481873033221471	0.000890537857978525	0.997856094331849	0.0721038668868386	0.000744466935988695	0.997856094331849	0.0428118964212729	0.00222830602234894
