4k_dextran_5min_1_T0s_1.ptu	 	 	4k_dextran_5min_1_T0s_1.ptu (A)	 	 	4k_dextran_5min_1_T0s_1.ptu (B)	 	 	4k_dextran_5min_2_T302s_1.ptu	 	 	4k_dextran_5min_2_T302s_1.ptu (A)	 	 	4k_dextran_5min_2_T302s_1.ptu (B)	 	 	4k_dextran_5min_3_T604s_1.ptu	 	 	4k_dextran_5min_3_T604s_1.ptu (A)	 	 	4k_dextran_5min_3_T604s_1.ptu (B)	 	 
Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []
0.000949958201839119	0.353337021910363	0.0116329734064587	0.000949958201839119	0.423753708595628	0.00552402903976476	0.000949958201839119	0.426529647336042	0.066060616171057	0.000949958201839119	0.326695815505555	0.0130447741237634	0.000949958201839119	0.405231700076411	0.00666414529122412	0.000949958201839119	0.202845504444366	0.0358139767087971	0.000949958201839119	0.303438331846592	0.00995782669941648	0.000949958201839119	0.404640667630457	0.00708411275213036	0.000949958201839119	0.221650781637157	0.0197072588443777
0.00104995380203271	0.348779495058353	0.0120887308974945	0.00104995380203271	0.429074387312297	0.00676009058335473	0.00104995380203271	0.378631222842019	0.0390310987026064	0.00104995380203271	0.304464387166006	0.00946213312546113	0.00104995380203271	0.404824389269222	0.00587488997151914	0.00104995380203271	0.246588202805893	0.0358784716715077	0.00104995380203271	0.296789304578925	0.00941533043230388	0.00104995380203271	0.405712230631184	0.00376640108380357	0.00104995380203271	0.239812293347488	0.0507772351827035
0.0011499494022263	0.365821778329377	0.0105183504300209	0.0011499494022263	0.408856892165668	0.00609881754502808	0.0011499494022263	0.317342278555031	0.0298803196228234	0.0011499494022263	0.297351122740182	0.00839440865229986	0.0011499494022263	0.402078243594733	0.00571665741582721	0.0011499494022263	0.258366982977565	0.0417897643729266	0.0011499494022263	0.284094109072837	0.00894449253299239	0.0011499494022263	0.400742008355177	0.00487850244488464	0.0011499494022263	0.179958664706883	0.0365585969579538
0.00124994500241989	0.354526162857016	0.0151586470968989	0.00124994500241989	0.416680123255646	0.00612779827726967	0.00124994500241989	0.304383776063159	0.0478848908478652	0.00124994500241989	0.320907862700342	0.0086567183063334	0.00124994500241989	0.397880346870277	0.00676206462332958	0.00124994500241989	0.242642700920887	0.0268191021566491	0.00124994500241989	0.287307701973292	0.00684232289633634	0.00124994500241989	0.401227033308219	0.00723215610372144	0.00124994500241989	0.228020041567908	0.0429925860155951
0.00134994060261349	0.326633685977894	0.00839136562777258	0.00134994060261349	0.398898152201395	0.00539834684739254	0.00134994060261349	0.331223716525202	0.041909010973238	0.00134994060261349	0.305878347907959	0.00756801792688008	0.00134994060261349	0.410055053360333	0.00589663065300331	0.00134994060261349	0.254464687533553	0.0386754506246546	0.00134994060261349	0.274179579441248	0.00920341480052777	0.00134994060261349	0.398551133232372	0.00687004908744777	0.00134994060261349	0.305139970259273	0.0351998084691312
0.00144993620280708	0.334628401144769	0.0135382791746717	0.00144993620280708	0.399489865659205	0.00487417044516805	0.00144993620280708	0.356134887651016	0.0315596377580138	0.00144993620280708	0.300644659243481	0.0106168296337021	0.00144993620280708	0.392676703232079	0.00443978877172928	0.00144993620280708	0.253878326189943	0.049424394297237	0.00144993620280708	0.292308572373187	0.0115877121519998	0.00144993620280708	0.39650551796523	0.00768114019678221	0.00144993620280708	0.198130834812889	0.0429302218089269
0.00159992960309746	0.337206040537115	0.00690388913952347	0.00159992960309746	0.399887086901446	0.00637822041300933	0.00159992960309746	0.327767486705641	0.03243603336882	0.00159992960309746	0.294451146674786	0.00778288917038749	0.00159992960309746	0.398484968178088	0.00410876134777146	0.00159992960309746	0.277218352951575	0.0216376893254431	0.00159992960309746	0.279043579255315	0.00752136937906997	0.00159992960309746	0.389764893569236	0.00555039493990665	0.00159992960309746	0.237739168009988	0.0238789087068725
0.00179992080348465	0.333563762425351	0.00750695430166958	0.00179992080348465	0.403246742303421	0.00243381095836984	0.00179992080348465	0.319463685295048	0.0420067747892393	0.00179992080348465	0.271176767997558	0.00746387179813064	0.00179992080348465	0.389326760461555	0.00451455436268477	0.00179992080348465	0.285473443306899	0.0375364225390225	0.00179992080348465	0.283676528490425	0.00790648856256494	0.00179992080348465	0.392499068695052	0.00372682527375168	0.00179992080348465	0.24896623161914	0.0259967923908868
0.00199991200387183	0.33840270172073	0.00844465066894524	0.00199991200387183	0.396188638309298	0.00427690661283146	0.00199991200387183	0.302362868454431	0.0265752344735406	0.00199991200387183	0.28368266191991	0.00625195324768966	0.00199991200387183	0.392815141427423	0.00505903112636159	0.00199991200387183	0.274901573169493	0.0321248748625837	0.00199991200387183	0.278514713908847	0.00606973781689908	0.00199991200387183	0.389769237944419	0.0047825970673923	0.00199991200387183	0.218885696638036	0.0215808883017977
0.00219990320425901	0.330972672939747	0.0102042393978831	0.00219990320425901	0.396472241734553	0.00365493941089749	0.00219990320425901	0.364556411533194	0.0345590969158733	0.00219990320425901	0.279372136912836	0.00586506108616402	0.00219990320425901	0.391601978141824	0.00290053279252086	0.00219990320425901	0.257584777268981	0.0263151067363013	0.00219990320425901	0.294152141050086	0.00617534379758898	0.00219990320425901	0.380045190257984	0.00419462651537779	0.00219990320425901	0.250197590011725	0.0395873595936555
0.0023998944046462	0.314799743196731	0.00971237451546205	0.0023998944046462	0.391960202969718	0.00360703043847542	0.0023998944046462	0.357191877533264	0.0226944651488185	0.0023998944046462	0.277561790053894	0.00537117416204811	0.0023998944046462	0.375694703437556	0.005514687865908	0.0023998944046462	0.215035031845618	0.0236900509098372	0.0023998944046462	0.264538818491988	0.00471871216408223	0.0023998944046462	0.380813163415458	0.00473745773495315	0.0023998944046462	0.285795599700967	0.0315373284270571
0.00259988560503338	0.30831212611354	0.0066695456791924	0.00259988560503338	0.389893541326285	0.00354411850554714	0.00259988560503338	0.308772796525922	0.0325869637475975	0.00259988560503338	0.286697915408961	0.0102756700204741	0.00259988560503338	0.38276145404321	0.00363953431849218	0.00259988560503338	0.235527578962336	0.0284842933662676	0.00259988560503338	0.2771883819453	0.00827353999936779	0.00259988560503338	0.370196674326379	0.00405655459091107	0.00259988560503338	0.214827515069689	0.0250296072194357
0.00279987680542056	0.308754432517606	0.00919292853989012	0.00279987680542056	0.387543962784629	0.00549493260724455	0.00279987680542056	0.30571480535608	0.025764052372757	0.00279987680542056	0.280240933095113	0.00875026413500381	0.00279987680542056	0.372485349138431	0.00413644779014799	0.00279987680542056	0.213633660636844	0.0365159800440477	0.00279987680542056	0.260680236253139	0.00698671436328299	0.00279987680542056	0.374039778842214	0.0033457408251427	0.00279987680542056	0.269260426819088	0.0200572691892262
0.00299986800580774	0.331907675391047	0.00802778440075968	0.00299986800580774	0.386098594909001	0.00333039633675859	0.00299986800580774	0.279384217449076	0.0263793223468539	0.00299986800580774	0.278087328663586	0.00919024855905671	0.00299986800580774	0.372040397006265	0.00275307918368668	0.00299986800580774	0.222097938935616	0.0148489054465917	0.00299986800580774	0.246939269854487	0.0072621175876613	0.00299986800580774	0.364585906653262	0.0039455631663082	0.00299986800580774	0.241380883084236	0.0234884934905346
0.00319985920619493	0.300365244607404	0.00861717062984976	0.00319985920619493	0.385957007127211	0.00357426127985187	0.00319985920619493	0.298824973891126	0.0293380257826766	0.00319985920619493	0.275156129541421	0.00837052276893473	0.00319985920619493	0.373811556165045	0.0041708558308774	0.00319985920619493	0.258294922935727	0.0211269014912371	0.00319985920619493	0.261952525566886	0.0102865283442591	0.00319985920619493	0.368758124829741	0.00293694002154214	0.00319985920619493	0.183455138644413	0.0327242870790583
0.00339985040658211	0.334927546759823	0.0121646536217418	0.00339985040658211	0.37900677474529	0.00439029971246877	0.00339985040658211	0.27435623164688	0.0363977684222958	0.00339985040658211	0.277659673568936	0.00652233089404853	0.00339985040658211	0.360075048178413	0.00381810463109481	0.00339985040658211	0.232968810265377	0.031746287198558	0.00339985040658211	0.257891987278696	0.00653172318068738	0.00339985040658211	0.369060906435593	0.00452555995790925	0.00339985040658211	0.226282826700792	0.0246471149680742
0.00369983720716289	0.323471267479569	0.00680715543272695	0.00369983720716289	0.374452760761213	0.00342296401389607	0.00369983720716289	0.280754471303462	0.0252470607674213	0.00369983720716289	0.26625885398176	0.00334038022403744	0.00369983720716289	0.366328190249248	0.00222636656727761	0.00369983720716289	0.214745498521864	0.0190174281678497	0.00369983720716289	0.261925819976087	0.00570887864559216	0.00369983720716289	0.365089897210043	0.00316032240573361	0.00369983720716289	0.203426109482717	0.0172740487059889
0.00409981960793725	0.306245047522743	0.00699207190549499	0.00409981960793725	0.373739715027133	0.00157230166479971	0.00409981960793725	0.299688753602324	0.0194077251869132	0.00409981960793725	0.268507685101603	0.00549617191003549	0.00409981960793725	0.361512500645717	0.0023722390470222	0.00409981960793725	0.254305690440866	0.0241774425954103	0.00409981960793725	0.257105370286899	0.00388072220098554	0.00409981960793725	0.363860725612321	0.00401146280237457	0.00409981960793725	0.212547562848002	0.0193144159764914
0.00449980200871162	0.298330347566237	0.00728496019112722	0.00449980200871162	0.37261037522179	0.00229988427955609	0.00449980200871162	0.281590099319154	0.0252912807540596	0.00449980200871162	0.273310891647076	0.00585165995936002	0.00449980200871162	0.358046110937699	0.0032492282790132	0.00449980200871162	0.200681299720129	0.0172328663946869	0.00449980200871162	0.261645246012701	0.00383100721304112	0.00449980200871162	0.356429584332906	0.00302094964469789	0.00449980200871162	0.266108904651491	0.0179053298141471
0.00489978440948598	0.309459714608938	0.00539218448810128	0.00489978440948598	0.363956142002436	0.00359377833214325	0.00489978440948598	0.263321248799537	0.0201872405005775	0.00489978440948598	0.271666576014385	0.00696792848682439	0.00489978440948598	0.355900968184163	0.00296935718762358	0.00489978440948598	0.25346571626177	0.0181019519267433	0.00489978440948598	0.253545266362762	0.00408814753303829	0.00489978440948598	0.361873920272466	0.00405878774516664	0.00489978440948598	0.209107098411943	0.0184106534358902
0.00529976681026035	0.301006714679203	0.0055346274932215	0.00529976681026035	0.365811066313157	0.00346490134686476	0.00529976681026035	0.316796470527528	0.0239829871945485	0.00529976681026035	0.261803783780269	0.00486169270562922	0.00529976681026035	0.355071935668446	0.00365002362396434	0.00529976681026035	0.231331524597218	0.0193609098869688	0.00529976681026035	0.252784099876383	0.005070515007519	0.00529976681026035	0.346606994696736	0.00356152312672234	0.00529976681026035	0.206171684687264	0.0167588360786866
0.00569974921103471	0.302129554518886	0.00661888793616205	0.00569974921103471	0.355711570313004	0.00327170662673809	0.00569974921103471	0.242751289374101	0.0320265751313358	0.00569974921103471	0.262204523060241	0.00430768579419463	0.00569974921103471	0.357223180070181	0.0037428760112613	0.00569974921103471	0.238520295906019	0.0194382799830934	0.00569974921103471	0.251463734059322	0.00475260940278506	0.00569974921103471	0.342835269357864	0.00415074907108927	0.00569974921103471	0.243065684588487	0.0181023932156635
0.00609973161180908	0.306288807787623	0.00420609171723473	0.00609973161180908	0.359163175652547	0.00394762797959551	0.00609973161180908	0.292759625462172	0.0177468138330251	0.00609973161180908	0.263973142727737	0.00426059366468116	0.00609973161180908	0.344352650378733	0.00307251823447304	0.00609973161180908	0.224637452418431	0.019414534654344	0.00609973161180908	0.252368544685608	0.00468876529858282	0.00609973161180908	0.343872601669452	0.00345105870343422	0.00609973161180908	0.215120282086069	0.0189106804894931
0.00649971401258345	0.304905094145832	0.00544267115144124	0.00649971401258345	0.352123062605472	0.00191744082018108	0.00649971401258345	0.229210806550273	0.0202325419463763	0.00649971401258345	0.254165775145541	0.00642523376797321	0.00649971401258345	0.343784399881131	0.00271643605258951	0.00649971401258345	0.230256759741504	0.0188626643161311	0.00649971401258345	0.242111193593323	0.00581650095451576	0.00649971401258345	0.346352262146603	0.00261642310850002	0.00649971401258345	0.209442783268273	0.0237556190838621
0.00689969641335781	0.296862731218144	0.00727143669973224	0.00689969641335781	0.35890595564802	0.00245959735324938	0.00689969641335781	0.268901906799274	0.0196962143888389	0.00689969641335781	0.255589355555697	0.0040157423399016	0.00689969641335781	0.340525950573228	0.00321616628259709	0.00689969641335781	0.204704084058991	0.0181199652265578	0.00689969641335781	0.245260538286156	0.00650562454648263	0.00689969641335781	0.342636406656272	0.00325381483083311	0.00689969641335781	0.225883268202982	0.0171051005708053
0.00729967881413218	0.284906737186336	0.00598254456275837	0.00729967881413218	0.348019686494442	0.00270589938024687	0.00729967881413218	0.321049768181655	0.0261930467797007	0.00729967881413218	0.257232201870797	0.005285512575302	0.00729967881413218	0.336578426217922	0.00279529861350229	0.00729967881413218	0.223710688419494	0.0169489653468261	0.00729967881413218	0.242823547638091	0.00524569904060556	0.00729967881413218	0.338255416838157	0.00290683881660648	0.00729967881413218	0.189344197301715	0.0214077223720636
0.00789965241529373	0.285825503575964	0.0051576153564542	0.00789965241529373	0.346816429114664	0.00171588558048566	0.00789965241529373	0.27689996702821	0.0219099037518806	0.00789965241529373	0.256632647225813	0.00486215759427317	0.00789965241529373	0.338181603977902	0.00255037809511602	0.00789965241529373	0.232726354095459	0.0136685090887579	0.00789965241529373	0.243401826242866	0.00333310576279125	0.00789965241529373	0.334007754686781	0.00248916070806495	0.00789965241529373	0.223865506712695	0.0130671275873582
0.00869961721684246	0.289074454284937	0.0031386401317021	0.00869961721684246	0.34333681907425	0.00169538151210485	0.00869961721684246	0.254786668039106	0.0151695486336204	0.00869961721684246	0.243191000874814	0.00384290701593745	0.00869961721684246	0.333288688051085	0.00127370521448039	0.00869961721684246	0.220035651823177	0.0121918033945679	0.00869961721684246	0.2358266352161	0.00388482185187027	0.00869961721684246	0.335729786823503	0.00148922266465128	0.00869961721684246	0.232360022699061	0.0206029381457915
0.00949958201839119	0.278725190435441	0.00321719391032804	0.00949958201839119	0.338770191194055	0.00205956885527857	0.00949958201839119	0.24232432314937	0.0132063389545166	0.00949958201839119	0.250429437187115	0.00316802832855124	0.00949958201839119	0.331306730115171	0.00250859514784445	0.00949958201839119	0.207283685682967	0.0134877555713572	0.00949958201839119	0.236558544958704	0.00404269007024039	0.00949958201839119	0.329491179427083	0.00191489942144373	0.00949958201839119	0.195411434739228	0.010998816812509
0.0102995468199399	0.280175941382446	0.00396443084950227	0.0102995468199399	0.334954593531009	0.00330728107655634	0.0102995468199399	0.262513692420436	0.0126765787747941	0.0102995468199399	0.239357841509531	0.00384752475659902	0.0102995468199399	0.323093895070667	0.00144232928923842	0.0102995468199399	0.2000589134291	0.0107485380782298	0.0102995468199399	0.234077578665548	0.00337405905294373	0.0102995468199399	0.32404082521342	0.00277112599316657	0.0102995468199399	0.204069886766458	0.0114929951122985
0.0110995116214887	0.268012092568778	0.00422693716234308	0.0110995116214887	0.332288004874305	0.00174333991638855	0.0110995116214887	0.233663726386968	0.0136420535215122	0.0110995116214887	0.242932390585313	0.00356680325686084	0.0110995116214887	0.323811198423546	0.00126474656694831	0.0110995116214887	0.22161624320567	0.0142506518207704	0.0110995116214887	0.228797835541678	0.00334127138662446	0.0110995116214887	0.317133705820383	0.0015338185560587	0.0110995116214887	0.196540807421149	0.0100748753386914
0.0118994764230374	0.273606444604649	0.00454449549688143	0.0118994764230374	0.327936750442722	0.00152658578861152	0.0118994764230374	0.239260315704028	0.0132336959465992	0.0118994764230374	0.23809144600314	0.00342398456090468	0.0118994764230374	0.319329587060716	0.00198680789756737	0.0118994764230374	0.234790115341061	0.0136828842735127	0.0118994764230374	0.234710558700594	0.00479222055540198	0.0118994764230374	0.319176663020149	0.00235296382770271	0.0118994764230374	0.175944564160922	0.0127734721923712
0.0126994412245861	0.268849777574214	0.00457630922029267	0.0126994412245861	0.32285352007573	0.00149853159457892	0.0126994412245861	0.235096578098994	0.0172484876605387	0.0126994412245861	0.229034059740998	0.0046066427449564	0.0126994412245861	0.314655792903532	0.00223377823849801	0.0126994412245861	0.207941856903119	0.00778376393549143	0.0126994412245861	0.223306455634817	0.00287501654666896	0.0126994412245861	0.314028621202602	0.00217040678761265	0.0126994412245861	0.184840587838035	0.012832715664545
0.0134994060261349	0.264922623770529	0.00440367394793215	0.0134994060261349	0.325134386920894	0.00180684718143547	0.0134994060261349	0.276583707381708	0.0116812177505749	0.0134994060261349	0.231617057669311	0.00357266479187604	0.0134994060261349	0.311582698783777	0.00202245457662486	0.0134994060261349	0.203347842772305	0.0127697743431963	0.0134994060261349	0.225350136881593	0.00212788220702442	0.0134994060261349	0.311279969187546	0.00189556479359349	0.0134994060261349	0.232092387211861	0.0134132788788267
0.0142993708276836	0.268523917547952	0.00508489940947061	0.0142993708276836	0.313356727740515	0.00265542503263795	0.0142993708276836	0.25761302515504	0.0165964600798382	0.0142993708276836	0.240128415884695	0.0035991996618274	0.0142993708276836	0.306350540329557	0.00290585908110429	0.0142993708276836	0.186791135326575	0.0143382050128813	0.0142993708276836	0.221054627919898	0.00339371145980281	0.0142993708276836	0.311382534036529	0.00181742588083213	0.0142993708276836	0.186062908726111	0.0102248063023225
0.0150993356292323	0.253092151792033	0.00596961675048405	0.0150993356292323	0.311897662968969	0.00269847354095487	0.0150993356292323	0.26528983529286	0.0157330635370294	0.0150993356292323	0.228430708928894	0.0046483094405792	0.0150993356292323	0.304904188154009	0.00192590323829082	0.0150993356292323	0.221604413513885	0.0132521848572248	0.0150993356292323	0.216054539376905	0.00317799262467814	0.0150993356292323	0.302387567852878	0.00145764286227822	0.0150993356292323	0.209484709814565	0.016215357089007
0.0162992828315554	0.256215783458509	0.00328061702027204	0.0162992828315554	0.309795075265569	0.00157629591157244	0.0162992828315554	0.232338852784158	0.00939137082138074	0.0162992828315554	0.228769421325891	0.00354675330003992	0.0162992828315554	0.301813136216785	0.00105075770470917	0.0162992828315554	0.187975590844925	0.00761635195370964	0.0162992828315554	0.216648360890603	0.00146346977562623	0.0162992828315554	0.300547635844165	0.00143904878156063	0.0162992828315554	0.200141103417296	0.0109093483724022
0.0178992124346529	0.257829534752289	0.00399837352689557	0.0178992124346529	0.303268936487409	0.00160071640022623	0.0178992124346529	0.22199500357143	0.00941938734171945	0.0178992124346529	0.225769137253374	0.00244009349152921	0.0178992124346529	0.294984340593256	0.00146178963001791	0.0178992124346529	0.19451291744902	0.00854081351724005	0.0178992124346529	0.212054356467991	0.00280809811006739	0.0178992124346529	0.294682023945661	0.00126117361584467	0.0178992124346529	0.180861317061472	0.00645029944402798
0.0194991420377503	0.250226884571913	0.00279988053609679	0.0194991420377503	0.298253498039186	0.000964671406328679	0.0194991420377503	0.246467436343685	0.0119466959349895	0.0194991420377503	0.219378729507222	0.00261542827255161	0.0194991420377503	0.290128272944693	0.00161512293889369	0.0194991420377503	0.195094178998294	0.00928035865086795	0.0194991420377503	0.205051643358014	0.00192599861096604	0.0194991420377503	0.292992724033238	0.00180739626994439	0.0194991420377503	0.188197003718539	0.00811198930465713
0.0210990716408478	0.247152825867311	0.00266843563407574	0.0210990716408478	0.292221973086491	0.00168548898166771	0.0210990716408478	0.228148198127366	0.00746103151408803	0.0210990716408478	0.217286023336377	0.00316220493433245	0.0210990716408478	0.284352697676826	0.001495020825599	0.0210990716408478	0.200045352319513	0.00890601242197384	0.0210990716408478	0.205208027730023	0.0013517524954258	0.0210990716408478	0.285745965808461	0.00153811693871579	0.0210990716408478	0.175223428051504	0.00842721478864011
0.0226990012439453	0.24519746386568	0.00238013924391321	0.0226990012439453	0.285961065489101	0.00153535451735995	0.0226990012439453	0.217392050734099	0.00815971909943852	0.0226990012439453	0.212808531080907	0.00247138936482321	0.0226990012439453	0.278693959376492	0.00170973658675422	0.0226990012439453	0.181894774467393	0.00966687864804042	0.0226990012439453	0.204925098741486	0.00274291204392727	0.0226990012439453	0.279243515560323	0.00171881484488253	0.0226990012439453	0.184194756115317	0.0128078689477785
0.0242989308470427	0.237466382957119	0.00324368414629368	0.0242989308470427	0.283045168624773	0.00134126560744792	0.0242989308470427	0.22739205541472	0.00734831126946647	0.0242989308470427	0.208981500553738	0.00223320377512083	0.0242989308470427	0.277357125804076	0.00133620716918294	0.0242989308470427	0.195219524023503	0.00822235021413597	0.0242989308470427	0.196304838508089	0.00182826462565059	0.0242989308470427	0.276994471579499	0.0015937724180725	0.0242989308470427	0.178657234385636	0.0075343491914278
0.0258988604501402	0.238353694379289	0.00327354793906322	0.0258988604501402	0.279560953768426	0.00129734332114204	0.0258988604501402	0.215986271157497	0.0110302008515628	0.0258988604501402	0.204945063222636	0.00322346420291639	0.0258988604501402	0.268236270368728	0.00106289419118245	0.0258988604501402	0.183322179689764	0.0114799239382825	0.0258988604501402	0.200357680480882	0.00232294757266742	0.0258988604501402	0.269684287326123	0.00157213911132086	0.0258988604501402	0.174152274907765	0.00702279732404053
0.0274987900532377	0.227160593924341	0.00349265824305449	0.0274987900532377	0.275250063382789	0.00163812693563089	0.0274987900532377	0.21064026908747	0.0129585633859772	0.0274987900532377	0.206278336564288	0.00295683426478284	0.0274987900532377	0.267191831042325	0.00113198716624453	0.0274987900532377	0.188950953445398	0.00945363945244076	0.0274987900532377	0.194334532127541	0.00249965686777995	0.0274987900532377	0.266207890158778	0.00154025312215929	0.0274987900532377	0.169718907639086	0.00981919286025451
0.0290987196563351	0.226406463372642	0.00398571950527511	0.0290987196563351	0.269390407003456	0.00138497704976108	0.0290987196563351	0.208782090971902	0.0114189919644626	0.0290987196563351	0.201177790702002	0.00259989532782665	0.0290987196563351	0.264773430290724	0.00173807622462985	0.0290987196563351	0.14914924592644	0.00682630010117535	0.0290987196563351	0.187485565396203	0.00192786302628035	0.0290987196563351	0.262163884805541	0.00166340269505875	0.0290987196563351	0.18994603383264	0.00942124852823576
0.0306986492594326	0.221918944986582	0.00270975153260173	0.0306986492594326	0.264328289120948	0.00150585156437982	0.0306986492594326	0.203405182564476	0.0114784374831268	0.0306986492594326	0.201563613793965	0.00305112986856135	0.0306986492594326	0.257611070959161	0.00129635519586681	0.0306986492594326	0.169876069829761	0.0079614616445701	0.0306986492594326	0.189696252374981	0.00235291577689806	0.0306986492594326	0.257720123064103	0.00128335430835441	0.0306986492594326	0.149274183838535	0.00926564532004415
