40k_dextran_1_T0s_1.ptu	 	 	40k_dextran_1_T0s_1.ptu (A)	 	 	40k_dextran_1_T0s_1.ptu (B)	 	 	40k_dextran_2_T302s_1.ptu	 	 	40k_dextran_2_T302s_1.ptu (A)	 	 	40k_dextran_2_T302s_1.ptu (B)	 	 	40k_dextran_3_T604s_1.ptu	 	 	40k_dextran_3_T604s_1.ptu (A)	 	 	40k_dextran_3_T604s_1.ptu (B)	 	 
Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []
0.00134994060261349	1.21612141325702	0.0338924074479724	0.00134994060261349	1.65038840867183	0.0306679114697721	0.00134994060261349	0.972969425958168	0.161201232638708	0.00134994060261349	0.929594605285601	0.0335497965649892	0.00134994060261349	1.59596672857432	0.0289618898923977	0.00134994060261349	0.72123009994599	0.121320181601413	0.00134994060261349	0.843212084575189	0.0334610026172825	0.00134994060261349	1.59447520212252	0.0355909747494432	0.00134994060261349	0.683741411915255	0.0971705708331592
0.00144993620280708	1.15394093994232	0.0381524007998092	0.00144993620280708	1.65789033220595	0.0250651604136005	0.00144993620280708	0.605532562898226	0.125016640647824	0.00144993620280708	1.04224843007526	0.0360921147124795	0.00144993620280708	1.62193231058869	0.0270235166018326	0.00144993620280708	0.928022891774783	0.145014447836828	0.00144993620280708	0.924446975199664	0.032373712423322	0.00144993620280708	1.56164087533766	0.0280398832011584	0.00144993620280708	0.616738111475681	0.126517440942446
0.00159992960309746	1.18138933677495	0.0263809630103445	0.00159992960309746	1.68638718532909	0.020398047212967	0.00159992960309746	0.970207952820074	0.099033265289354	0.00159992960309746	0.992318367410519	0.0205073134668993	0.00159992960309746	1.63094035478475	0.0179872005188002	0.00159992960309746	0.807816568525579	0.0453323886415966	0.00159992960309746	0.884497830899135	0.0184107778433461	0.00159992960309746	1.55422134136795	0.0213216794769147	0.00159992960309746	0.746881049770803	0.0645896604661493
0.00179992080348465	1.18677198887586	0.0296265520682426	0.00179992080348465	1.65029458675175	0.0251381002150505	0.00179992080348465	0.945171548325747	0.0674729831180009	0.00179992080348465	0.981620034771852	0.0207207664671823	0.00179992080348465	1.57892741643483	0.0244400446377499	0.00179992080348465	0.767927710622916	0.0660283802422869	0.00179992080348465	0.894065474649669	0.0200716647930872	0.00179992080348465	1.52650046572617	0.0152722929396164	0.00179992080348465	0.616169457218342	0.0586580195919813
0.00199991200387183	1.18597861371136	0.0454208329830012	0.00199991200387183	1.59969073243568	0.0202406844049212	0.00199991200387183	0.871647111829909	0.131092945726217	0.00199991200387183	0.984803814281853	0.030400564541963	0.00199991200387183	1.57132539651481	0.0256709444925438	0.00199991200387183	0.759201962502324	0.0657788671278856	0.00199991200387183	0.887691142212018	0.0255537360686647	0.00199991200387183	1.53184284137023	0.0143980767451231	0.00199991200387183	0.623628214050967	0.064724509751245
0.00219990320425901	1.19685542984128	0.0189257252047769	0.00219990320425901	1.64984056454668	0.0192856038056258	0.00219990320425901	1.06458414839166	0.0840548588760835	0.00219990320425901	0.956288014197749	0.0227635762632144	0.00219990320425901	1.6081785158732	0.0216334378354594	0.00219990320425901	0.786581836449617	0.0985962469351985	0.00219990320425901	0.858629011388783	0.028834738402886	0.00219990320425901	1.52050994434523	0.022006406762902	0.00219990320425901	0.670734624921049	0.0459741535961959
0.0023998944046462	1.15728951038034	0.0314024093259277	0.0023998944046462	1.61242811194143	0.013382104408833	0.0023998944046462	1.02983031127639	0.0602345565237198	0.0023998944046462	0.978743639145472	0.0231405015689123	0.0023998944046462	1.57937933840369	0.015212534985023	0.0023998944046462	0.744082124340581	0.0700787736869202	0.0023998944046462	0.83805062420833	0.0283841495660746	0.0023998944046462	1.5003256965121	0.0182938254743104	0.0023998944046462	0.615143955143428	0.0813462387438577
0.00259988560503338	1.13223833687579	0.0238534782310896	0.00259988560503338	1.60069605012001	0.0168837886718293	0.00259988560503338	0.792666287021108	0.0929202090938165	0.00259988560503338	1.01054211243119	0.02425389704273	0.00259988560503338	1.56277554244241	0.0193426517833138	0.00259988560503338	0.765630184527983	0.103527159858206	0.00259988560503338	0.842194743114724	0.0210757411871771	0.00259988560503338	1.49100766597232	0.0152859168620546	0.00259988560503338	0.829833267623203	0.0790530491991091
0.00279987680542056	1.10791393720621	0.032936924058343	0.00279987680542056	1.64324770795549	0.0167811722688243	0.00279987680542056	0.986707479079887	0.126020776155895	0.00279987680542056	0.952042835515618	0.0368572653395249	0.00279987680542056	1.5104795959026	0.0195441328143493	0.00279987680542056	0.771373820597145	0.102309762446844	0.00279987680542056	0.867225855413629	0.0199363004286468	0.00279987680542056	1.50489690801518	0.020108269149959	0.00279987680542056	0.570682363054239	0.0653163206690285
0.00299986800580774	1.10508877714562	0.0215205012449478	0.00299986800580774	1.58248030071822	0.0167163148664658	0.00299986800580774	1.04941599362557	0.0812504647928765	0.00299986800580774	0.999250988191162	0.0248785874936331	0.00299986800580774	1.54181923929845	0.0146378481298834	0.00299986800580774	0.71497091924554	0.0538563616289052	0.00299986800580774	0.856188717524973	0.0211718958420832	0.00299986800580774	1.49240273597928	0.0164892183038342	0.00299986800580774	0.567342960864603	0.0462937775903819
0.00319985920619493	1.11364257005383	0.0174641308661388	0.00319985920619493	1.56354795296241	0.0187157885172013	0.00319985920619493	0.798797953515081	0.111492577769093	0.00319985920619493	0.971474935027789	0.0203708476777104	0.00319985920619493	1.54833439443329	0.02273023473027	0.00319985920619493	0.613717331853783	0.0746187962000951	0.00319985920619493	0.834516219883651	0.0243245501272273	0.00319985920619493	1.45843663934637	0.0152954009647467	0.00319985920619493	0.441810469961811	0.0826498114566099
0.00339985040658211	1.1177799750536	0.0443376768127584	0.00339985040658211	1.54258115337689	0.0108549043657728	0.00339985040658211	0.614111599464944	0.0706976935984586	0.00339985040658211	0.965339391512643	0.0252790452213195	0.00339985040658211	1.53138571559835	0.0198274202756176	0.00339985040658211	0.798097415322749	0.0905864007594089	0.00339985040658211	0.808970085404355	0.0165076873158148	0.00339985040658211	1.47862936379762	0.0159565484421594	0.00339985040658211	0.64089658212206	0.059880395159021
